,Unnamed: 0,pair_id,tm_score,identity_us_align,pro1,pro2,group
353437,353437,AF-P0C5M0-F1-model_v3.pdb@@AF-Q9ZZX7-F1-model_v3.pdb.txt,0.59791,0.068,P0C5M0,Q9ZZX7,pro_with_unknown_function
353459,353459,AF-P34215-F1-model_v3.pdb@@AF-P0CX87-F1-model_v3.pdb.txt,0.522755,0.04,P34215,P0CX87,pro_with_unknown_function
353479,353479,AF-Q3E7Z9-F1-model_v3.pdb@@AF-P32450-F1-model_v3.pdb.txt,0.56141,0.032,Q3E7Z9,P32450,pro_with_unknown_function
353773,353773,AF-Q3E782-F1-model_v3.pdb@@AF-P43586-F1-model_v3.pdb.txt,0.51745,0.021,Q3E782,P43586,pro_with_unknown_function
354106,354106,AF-Q3E7Z7-F1-model_v3.pdb@@AF-P52870-F1-model_v3.pdb.txt,0.518195,0.062,Q3E7Z7,P52870,pro_with_unknown_function
354165,354165,AF-Q3E821-F1-model_v3.pdb@@AF-P43592-F1-model_v3.pdb.txt,0.542705,0.053,Q3E821,P43592,pro_with_unknown_function
354292,354292,AF-Q3E7A6-F1-model_v3.pdb@@AF-P36116-F1-model_v3.pdb.txt,0.5454950000000001,0.083,Q3E7A6,P36116,pro_with_unknown_function
354467,354467,AF-P38311-F1-model_v3.pdb@@AF-P22203-F1-model_v3.pdb.txt,0.552415,0.058,P38311,P22203,pro_with_unknown_function
354516,354516,AF-P0C5S1-F1-model_v3.pdb@@AF-Q2V2P1-F1-model_v3.pdb.txt,0.6645,0.115,P0C5S1,Q2V2P1,pro_with_unknown_function
354700,354700,AF-Q3E7Z9-F1-model_v3.pdb@@AF-Q03579-F1-model_v3.pdb.txt,0.514015,0.065,Q3E7Z9,Q03579,pro_with_unknown_function
355060,355060,AF-P0C5P3-F1-model_v3.pdb@@AF-P04449-F1-model_v3.pdb.txt,0.5306500000000001,0.0,P0C5P3,P04449,pro_with_unknown_function
355791,355791,AF-P53918-F1-model_v3.pdb@@AF-P0CD99-F1-model_v3.pdb.txt,0.587615,0.119,P53918,P0CD99,pro_with_unknown_function
356401,356401,AF-P0C5P6-F1-model_v3.pdb@@AF-P36527-F1-model_v3.pdb.txt,0.582575,0.054,P0C5P6,P36527,pro_with_unknown_function
356629,356629,AF-Q3E7A0-F1-model_v3.pdb@@AF-Q9ZZW4-F1-model_v3.pdb.txt,0.727445,0.051,Q3E7A0,Q9ZZW4,pro_with_unknown_function
357466,357466,AF-Q3E843-F1-model_v3.pdb@@AF-P39982-F1-model_v3.pdb.txt,0.5203249999999999,0.028,Q3E843,P39982,pro_with_unknown_function
357881,357881,AF-P25347-F1-model_v3.pdb@@AF-Q3E808-F1-model_v3.pdb.txt,0.571595,0.083,P25347,Q3E808,pro_with_unknown_function
358337,358337,AF-Q3E767-F1-model_v3.pdb@@AF-P57744-F1-model_v3.pdb.txt,0.5433749999999999,0.0,Q3E767,P57744,pro_with_unknown_function
358616,358616,AF-Q04869-F1-model_v3.pdb@@AF-P13663-F1-model_v3.pdb.txt,0.53627,0.129,Q04869,P13663,pro_with_unknown_function
358792,358792,AF-Q8TGT0-F1-model_v3.pdb@@AF-P40525-F1-model_v3.pdb.txt,0.530455,0.087,Q8TGT0,P40525,pro_with_unknown_function
358836,358836,AF-P43617-F1-model_v3.pdb@@AF-P40464-F1-model_v3.pdb.txt,0.770685,0.175,P43617,P40464,pro_with_unknown_function
359228,359228,AF-Q3E818-F1-model_v3.pdb@@AF-Q9ZZW3-F1-model_v3.pdb.txt,0.5149,0.081,Q3E818,Q9ZZW3,pro_with_unknown_function
359286,359286,AF-P53155-F1-model_v3.pdb@@AF-Q08930-F1-model_v3.pdb.txt,0.72688,0.466,P53155,Q08930,pro_with_unknown_function
359457,359457,AF-Q3E778-F1-model_v3.pdb@@AF-P28239-F1-model_v3.pdb.txt,0.514395,0.118,Q3E778,P28239,pro_with_unknown_function
359710,359710,AF-Q3E778-F1-model_v3.pdb@@AF-Q02888-F1-model_v3.pdb.txt,0.5523899999999999,0.059,Q3E778,Q02888,pro_with_unknown_function
361247,361247,AF-P0C5M0-F1-model_v3.pdb@@AF-P32633-F1-model_v3.pdb.txt,0.50661,0.136,P0C5M0,P32633,pro_with_unknown_function
361799,361799,AF-Q3E776-F1-model_v3.pdb@@AF-Q99380-F1-model_v3.pdb.txt,0.56421,0.056,Q3E776,Q99380,pro_with_unknown_function
362651,362651,AF-P0C5R4-F1-model_v3.pdb@@AF-P24813-F1-model_v3.pdb.txt,0.518945,0.043,P0C5R4,P24813,pro_with_unknown_function
363464,363464,AF-Q3E767-F1-model_v3.pdb@@AF-P38272-F1-model_v3.pdb.txt,0.50253,0.087,Q3E767,P38272,pro_with_unknown_function
363695,363695,AF-P0C5P6-F1-model_v3.pdb@@AF-Q35811-F1-model_v3.pdb.txt,0.860455,0.054,P0C5P6,Q35811,pro_with_unknown_function
363743,363743,AF-Q3E7B4-F1-model_v3.pdb@@AF-Q04226-F1-model_v3.pdb.txt,0.51868,0.016,Q3E7B4,Q04226,pro_with_unknown_function
363747,363747,AF-Q3E7Z3-F1-model_v3.pdb@@AF-Q03375-F1-model_v3.pdb.txt,0.50291,0.053,Q3E7Z3,Q03375,pro_with_unknown_function
364289,364289,AF-P36086-F1-model_v3.pdb@@AF-P53199-F1-model_v3.pdb.txt,0.61712,0.158,P36086,P53199,pro_with_unknown_function
364748,364748,AF-Q3E767-F1-model_v3.pdb@@AF-P53629-F1-model_v3.pdb.txt,0.502235,0.043,Q3E767,P53629,pro_with_unknown_function
364915,364915,AF-Q3E814-F1-model_v3.pdb@@AF-Q12233-F1-model_v3.pdb.txt,0.521455,0.061,Q3E814,Q12233,pro_with_unknown_function
364942,364942,AF-P0C5R4-F1-model_v3.pdb@@AF-Q04226-F1-model_v3.pdb.txt,0.511785,0.109,P0C5R4,Q04226,pro_with_unknown_function
365242,365242,AF-P38318-F1-model_v3.pdb@@AF-Q12407-F1-model_v3.pdb.txt,0.540105,0.099,P38318,Q12407,pro_with_unknown_function
365452,365452,AF-Q3E6R4-F1-model_v3.pdb@@AF-Q3E7B6-F1-model_v3.pdb.txt,0.545805,0.093,Q3E6R4,Q3E7B6,pro_with_unknown_function
366004,366004,AF-P53918-F1-model_v3.pdb@@AF-Q08280-F1-model_v3.pdb.txt,0.615855,0.12,P53918,Q08280,pro_with_unknown_function
366036,366036,AF-P0C5K9-F1-model_v3.pdb@@AF-P53299-F1-model_v3.pdb.txt,0.5045149999999999,0.074,P0C5K9,P53299,pro_with_unknown_function
366121,366121,AF-P0C5N1-F1-model_v3.pdb@@AF-Q12343-F1-model_v3.pdb.txt,0.52074,0.057,P0C5N1,Q12343,pro_with_unknown_function
366194,366194,AF-Q3E767-F1-model_v3.pdb@@AF-P48232-F1-model_v3.pdb.txt,0.62747,0.065,Q3E767,P48232,pro_with_unknown_function
366648,366648,AF-Q3E767-F1-model_v3.pdb@@AF-P43611-F1-model_v3.pdb.txt,0.50522,0.022,Q3E767,P43611,pro_with_unknown_function
366960,366960,AF-Q3E750-F1-model_v3.pdb@@AF-P40573-F1-model_v3.pdb.txt,0.61927,0.05,Q3E750,P40573,pro_with_unknown_function
367086,367086,AF-P0C5L4-F1-model_v3.pdb@@AF-P40155-F1-model_v3.pdb.txt,0.52735,0.1,P0C5L4,P40155,pro_with_unknown_function
367163,367163,AF-Q06523-F1-model_v3.pdb@@AF-Q2V2P1-F1-model_v3.pdb.txt,0.520825,0.097,Q06523,Q2V2P1,pro_with_unknown_function
367197,367197,AF-Q3E782-F1-model_v3.pdb@@AF-P25584-F1-model_v3.pdb.txt,0.50758,0.065,Q3E782,P25584,pro_with_unknown_function
367415,367415,AF-Q99296-F1-model_v3.pdb@@AF-P38123-F1-model_v3.pdb.txt,0.61537,0.113,Q99296,P38123,pro_with_unknown_function
367538,367538,AF-Q3E7Z6-F1-model_v3.pdb@@AF-P81450-F1-model_v3.pdb.txt,0.53502,0.037,Q3E7Z6,P81450,pro_with_unknown_function
367702,367702,AF-Q3E778-F1-model_v3.pdb@@AF-Q06071-F1-model_v3.pdb.txt,0.587635,0.088,Q3E778,Q06071,pro_with_unknown_function
367919,367919,AF-Q3E809-F1-model_v3.pdb@@AF-P38162-F1-model_v3.pdb.txt,0.50849,0.06,Q3E809,P38162,pro_with_unknown_function
367996,367996,AF-P0C5P6-F1-model_v3.pdb@@AF-P39995-F1-model_v3.pdb.txt,0.5046550000000001,0.027,P0C5P6,P39995,pro_with_unknown_function
368343,368343,AF-P0C5P3-F1-model_v3.pdb@@AF-P38728-F1-model_v3.pdb.txt,0.513405,0.069,P0C5P3,P38728,pro_with_unknown_function
368574,368574,AF-Q3E782-F1-model_v3.pdb@@AF-P53854-F1-model_v3.pdb.txt,0.52372,0.106,Q3E782,P53854,pro_with_unknown_function
368611,368611,AF-P0C5S1-F1-model_v3.pdb@@AF-P81449-F1-model_v3.pdb.txt,0.55755,0.0,P0C5S1,P81449,pro_with_unknown_function
368853,368853,AF-Q3E809-F1-model_v3.pdb@@AF-Q06568-F1-model_v3.pdb.txt,0.54801,0.058,Q3E809,Q06568,pro_with_unknown_function
369207,369207,AF-Q8TGT1-F1-model_v3.pdb@@AF-Q9ZZX8-F1-model_v3.pdb.txt,0.510115,0.133,Q8TGT1,Q9ZZX8,pro_with_unknown_function
369334,369334,AF-Q3E810-F1-model_v3.pdb@@AF-Q9ZZX7-F1-model_v3.pdb.txt,0.60888,0.088,Q3E810,Q9ZZX7,pro_with_unknown_function
369752,369752,AF-Q8TGT7-F1-model_v3.pdb@@AF-Q06162-F1-model_v3.pdb.txt,0.50036,0.028,Q8TGT7,Q06162,pro_with_unknown_function
369797,369797,AF-Q3E7B4-F1-model_v3.pdb@@AF-P40505-F1-model_v3.pdb.txt,0.55934,0.032,Q3E7B4,P40505,pro_with_unknown_function
370047,370047,AF-P0C5Q3-F1-model_v3.pdb@@AF-Q03435-F1-model_v3.pdb.txt,0.537885,0.188,P0C5Q3,Q03435,pro_with_unknown_function
370481,370481,AF-Q3E750-F1-model_v3.pdb@@AF-P38349-F1-model_v3.pdb.txt,0.52179,0.033,Q3E750,P38349,pro_with_unknown_function
371037,371037,AF-P0C5R4-F1-model_v3.pdb@@AF-Q04005-F1-model_v3.pdb.txt,0.54264,0.022,P0C5R4,Q04005,pro_with_unknown_function
371071,371071,AF-Q2V2P0-F1-model_v3.pdb@@AF-Q3E784-F1-model_v3.pdb.txt,0.510555,0.085,Q2V2P0,Q3E784,pro_with_unknown_function
371188,371188,AF-Q2V2P2-F1-model_v3.pdb@@AF-P69851-F1-model_v3.pdb.txt,0.570075,0.083,Q2V2P2,P69851,pro_with_unknown_function
371250,371250,AF-Q45U18-F1-model_v3.pdb@@AF-P48232-F1-model_v3.pdb.txt,0.608665,0.066,Q45U18,P48232,pro_with_unknown_function
371840,371840,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q07508-F1-model_v3.pdb.txt,0.5167,0.029,Q8TGS5,Q07508,pro_with_unknown_function
371907,371907,AF-Q3E750-F1-model_v3.pdb@@AF-P03069-F1-model_v3.pdb.txt,0.524395,0.035,Q3E750,P03069,pro_with_unknown_function
372153,372153,AF-Q8TGU7-F1-model_v3.pdb@@AF-Q3E787-F1-model_v3.pdb.txt,0.543635,0.1,Q8TGU7,Q3E787,pro_with_unknown_function
372176,372176,AF-P46996-F1-model_v3.pdb@@AF-P39004-F1-model_v3.pdb.txt,0.6302099999999999,0.077,P46996,P39004,pro_with_unknown_function
372216,372216,AF-Q8TGU8-F1-model_v3.pdb@@AF-P43682-F1-model_v3.pdb.txt,0.576615,0.062,Q8TGU8,P43682,pro_with_unknown_function
372242,372242,AF-Q3E804-F1-model_v3.pdb@@AF-P53188-F1-model_v3.pdb.txt,0.600065,0.074,Q3E804,P53188,pro_with_unknown_function
372376,372376,AF-Q03629-F1-model_v3.pdb@@AF-P47096-F1-model_v3.pdb.txt,0.50014,0.095,Q03629,P47096,pro_with_unknown_function
372575,372575,AF-Q3E778-F1-model_v3.pdb@@AF-P38865-F1-model_v3.pdb.txt,0.50086,0.147,Q3E778,P38865,pro_with_unknown_function
372603,372603,AF-Q45U18-F1-model_v3.pdb@@AF-P47081-F1-model_v3.pdb.txt,0.5289,0.069,Q45U18,P47081,pro_with_unknown_function
372769,372769,AF-Q3E809-F1-model_v3.pdb@@AF-P40014-F1-model_v3.pdb.txt,0.510915,0.019,Q3E809,P40014,pro_with_unknown_function
372987,372987,AF-P0C5R4-F1-model_v3.pdb@@AF-P40219-F1-model_v3.pdb.txt,0.541685,0.087,P0C5R4,P40219,pro_with_unknown_function
373442,373442,AF-Q3E7Z7-F1-model_v3.pdb@@AF-P40414-F1-model_v3.pdb.txt,0.5237149999999999,0.025,Q3E7Z7,P40414,pro_with_unknown_function
373454,373454,AF-Q3E7A3-F1-model_v3.pdb@@AF-P07255-F1-model_v3.pdb.txt,0.536465,0.06,Q3E7A3,P07255,pro_with_unknown_function
373516,373516,AF-P40097-F1-model_v3.pdb@@AF-P39982-F1-model_v3.pdb.txt,0.6366,0.086,P40097,P39982,pro_with_unknown_function
374098,374098,AF-Q8TGS2-F1-model_v3.pdb@@AF-Q9ZZX7-F1-model_v3.pdb.txt,0.54909,0.023,Q8TGS2,Q9ZZX7,pro_with_unknown_function
374309,374309,AF-Q3E7B0-F1-model_v3.pdb@@AF-Q92316-F1-model_v3.pdb.txt,0.526555,0.062,Q3E7B0,Q92316,pro_with_unknown_function
374546,374546,AF-P0C5N1-F1-model_v3.pdb@@AF-Q99332-F1-model_v3.pdb.txt,0.50705,0.075,P0C5N1,Q99332,pro_with_unknown_function
374591,374591,AF-Q3E765-F1-model_v3.pdb@@AF-P17891-F1-model_v3.pdb.txt,0.54093,0.043,Q3E765,P17891,pro_with_unknown_function
375105,375105,AF-Q8TGU8-F1-model_v3.pdb@@AF-Q99380-F1-model_v3.pdb.txt,0.745725,0.1,Q8TGU8,Q99380,pro_with_unknown_function
375191,375191,AF-Q3E805-F1-model_v3.pdb@@AF-O94742-F1-model_v3.pdb.txt,0.509275,0.0,Q3E805,O94742,pro_with_unknown_function
375355,375355,AF-Q3E821-F1-model_v3.pdb@@AF-Q9ZZX7-F1-model_v3.pdb.txt,0.54469,0.048,Q3E821,Q9ZZX7,pro_with_unknown_function
375948,375948,AF-P0C5N1-F1-model_v3.pdb@@AF-P05626-F1-model_v3.pdb.txt,0.57564,0.075,P0C5N1,P05626,pro_with_unknown_function
376448,376448,AF-P0C5Q3-F1-model_v3.pdb@@AF-Q02888-F1-model_v3.pdb.txt,0.527175,0.102,P0C5Q3,Q02888,pro_with_unknown_function
377116,377116,AF-P0C5S1-F1-model_v3.pdb@@AF-Q12213-F1-model_v3.pdb.txt,0.510845,0.0,P0C5S1,Q12213,pro_with_unknown_function
377244,377244,AF-Q8TGT1-F1-model_v3.pdb@@AF-Q02888-F1-model_v3.pdb.txt,0.5060250000000001,0.043,Q8TGT1,Q02888,pro_with_unknown_function
378055,378055,AF-Q8TGS5-F1-model_v3.pdb@@AF-P28320-F1-model_v3.pdb.txt,0.534185,0.0,Q8TGS5,P28320,pro_with_unknown_function
378441,378441,AF-Q3E805-F1-model_v3.pdb@@AF-P01098-F1-model_v3.pdb.txt,0.516565,0.0,Q3E805,P01098,pro_with_unknown_function
378937,378937,AF-Q12177-F1-model_v3.pdb@@AF-Q12068-F1-model_v3.pdb.txt,0.735135,0.167,Q12177,Q12068,pro_with_unknown_function
378952,378952,AF-Q3E767-F1-model_v3.pdb@@AF-P32783-F1-model_v3.pdb.txt,0.5083,0.0,Q3E767,P32783,pro_with_unknown_function
379201,379201,AF-Q3E821-F1-model_v3.pdb@@AF-Q99176-F1-model_v3.pdb.txt,0.51293,0.04,Q3E821,Q99176,pro_with_unknown_function
379446,379446,AF-P46996-F1-model_v3.pdb@@AF-P38731-F1-model_v3.pdb.txt,0.6289899999999999,0.101,P46996,P38731,pro_with_unknown_function
379560,379560,AF-P38318-F1-model_v3.pdb@@AF-Q04301-F1-model_v3.pdb.txt,0.6529750000000001,0.109,P38318,Q04301,pro_with_unknown_function
379561,379561,AF-Q3E817-F1-model_v3.pdb@@AF-P0CX86-F1-model_v3.pdb.txt,0.56823,0.087,Q3E817,P0CX86,pro_with_unknown_function
379727,379727,AF-P0C5K9-F1-model_v3.pdb@@AF-P0CY09-F1-model_v3.pdb.txt,0.510415,0.074,P0C5K9,P0CY09,pro_with_unknown_function
379774,379774,AF-Q8TGQ7-F1-model_v3.pdb@@AF-Q3E787-F1-model_v3.pdb.txt,0.523405,0.038,Q8TGQ7,Q3E787,pro_with_unknown_function
379903,379903,AF-Q3E750-F1-model_v3.pdb@@AF-Q3E772-F1-model_v3.pdb.txt,0.681505,0.067,Q3E750,Q3E772,pro_with_unknown_function
380023,380023,AF-Q3E7Z9-F1-model_v3.pdb@@AF-P43682-F1-model_v3.pdb.txt,0.5471699999999999,0.032,Q3E7Z9,P43682,pro_with_unknown_function
380162,380162,AF-P0C5P6-F1-model_v3.pdb@@AF-P47114-F1-model_v3.pdb.txt,0.50277,0.108,P0C5P6,P47114,pro_with_unknown_function
380246,380246,AF-Q3E762-F1-model_v3.pdb@@AF-P41806-F1-model_v3.pdb.txt,0.5032300000000001,0.023,Q3E762,P41806,pro_with_unknown_function
380267,380267,AF-Q3E767-F1-model_v3.pdb@@AF-Q12345-F1-model_v3.pdb.txt,0.51754,0.043,Q3E767,Q12345,pro_with_unknown_function
380422,380422,AF-Q3E762-F1-model_v3.pdb@@AF-P46988-F1-model_v3.pdb.txt,0.55582,0.04,Q3E762,P46988,pro_with_unknown_function
380454,380454,AF-Q3E804-F1-model_v3.pdb@@AF-Q02774-F1-model_v3.pdb.txt,0.54082,0.073,Q3E804,Q02774,pro_with_unknown_function
380494,380494,AF-P38763-F1-model_v3.pdb@@AF-Q02804-F1-model_v3.pdb.txt,0.6627449999999999,0.156,P38763,Q02804,pro_with_unknown_function
380538,380538,AF-Q8TGR9-F1-model_v3.pdb@@AF-P39545-F1-model_v3.pdb.txt,0.50132,0.087,Q8TGR9,P39545,pro_with_unknown_function
380773,380773,AF-Q3E7Z5-F1-model_v3.pdb@@AF-P32468-F1-model_v3.pdb.txt,0.511985,0.087,Q3E7Z5,P32468,pro_with_unknown_function
380948,380948,AF-Q07746-F1-model_v3.pdb@@AF-Q9ZZW4-F1-model_v3.pdb.txt,0.649655,0.055,Q07746,Q9ZZW4,pro_with_unknown_function
381213,381213,AF-P43610-F1-model_v3.pdb@@AF-P38144-F1-model_v3.pdb.txt,0.50189,0.391,P43610,P38144,pro_with_unknown_function
381472,381472,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q2V2Q1-F1-model_v3.pdb.txt,0.6104849999999999,0.057,Q8TGS5,Q2V2Q1,pro_with_unknown_function
381658,381658,AF-Q3E809-F1-model_v3.pdb@@AF-P40219-F1-model_v3.pdb.txt,0.56545,0.118,Q3E809,P40219,pro_with_unknown_function
382194,382194,AF-P40448-F1-model_v3.pdb@@AF-P00856-F1-model_v3.pdb.txt,0.50838,0.109,P40448,P00856,pro_with_unknown_function
382780,382780,AF-P0C5K9-F1-model_v3.pdb@@AF-P39545-F1-model_v3.pdb.txt,0.5518000000000001,0.083,P0C5K9,P39545,pro_with_unknown_function
383715,383715,AF-Q3E7B4-F1-model_v3.pdb@@AF-P47822-F1-model_v3.pdb.txt,0.564405,0.054,Q3E7B4,P47822,pro_with_unknown_function
384151,384151,AF-Q3E7Z6-F1-model_v3.pdb@@AF-P46965-F1-model_v3.pdb.txt,0.52664,0.111,Q3E7Z6,P46965,pro_with_unknown_function
384269,384269,AF-Q3E750-F1-model_v3.pdb@@AF-O94742-F1-model_v3.pdb.txt,0.503225,0.043,Q3E750,O94742,pro_with_unknown_function
384347,384347,AF-Q3E750-F1-model_v3.pdb@@AF-Q06201-F1-model_v3.pdb.txt,0.605445,0.017,Q3E750,Q06201,pro_with_unknown_function
384425,384425,AF-Q3E765-F1-model_v3.pdb@@AF-P38192-F1-model_v3.pdb.txt,0.595945,0.016,Q3E765,P38192,pro_with_unknown_function
384466,384466,AF-Q3E7B4-F1-model_v3.pdb@@AF-P03069-F1-model_v3.pdb.txt,0.50443,0.071,Q3E7B4,P03069,pro_with_unknown_function
384498,384498,AF-Q8TGU8-F1-model_v3.pdb@@AF-Q08971-F1-model_v3.pdb.txt,0.501965,0.031,Q8TGU8,Q08971,pro_with_unknown_function
385083,385083,AF-P0C5S1-F1-model_v3.pdb@@AF-P32803-F1-model_v3.pdb.txt,0.54152,0.077,P0C5S1,P32803,pro_with_unknown_function
385287,385287,AF-Q3E778-F1-model_v3.pdb@@AF-P10174-F1-model_v3.pdb.txt,0.532285,0.062,Q3E778,P10174,pro_with_unknown_function
385549,385549,AF-P0C5R4-F1-model_v3.pdb@@AF-Q03290-F1-model_v3.pdb.txt,0.520305,0.087,P0C5R4,Q03290,pro_with_unknown_function
385569,385569,AF-P0C5L7-F1-model_v3.pdb@@AF-P80967-F1-model_v3.pdb.txt,0.524185,0.069,P0C5L7,P80967,pro_with_unknown_function
385693,385693,AF-Q03263-F1-model_v3.pdb@@AF-P30605-F1-model_v3.pdb.txt,0.626335,0.095,Q03263,P30605,pro_with_unknown_function
385840,385840,AF-Q8TGU8-F1-model_v3.pdb@@AF-P87275-F1-model_v3.pdb.txt,0.509595,0.062,Q8TGU8,P87275,pro_with_unknown_function
386020,386020,AF-P0C5M8-F1-model_v3.pdb@@AF-P87108-F1-model_v3.pdb.txt,0.587855,0.034,P0C5M8,P87108,pro_with_unknown_function
386142,386142,AF-P0C5M8-F1-model_v3.pdb@@AF-P47017-F1-model_v3.pdb.txt,0.539295,0.172,P0C5M8,P47017,pro_with_unknown_function
386145,386145,AF-P0C5N1-F1-model_v3.pdb@@AF-P32389-F1-model_v3.pdb.txt,0.510095,0.075,P0C5N1,P32389,pro_with_unknown_function
386696,386696,AF-Q3E765-F1-model_v3.pdb@@AF-Q06201-F1-model_v3.pdb.txt,0.5924,0.071,Q3E765,Q06201,pro_with_unknown_function
386963,386963,AF-P0C5M8-F1-model_v3.pdb@@AF-Q3E834-F1-model_v3.pdb.txt,0.504645,0.269,P0C5M8,Q3E834,pro_with_unknown_function
386971,386971,AF-Q3E767-F1-model_v3.pdb@@AF-Q12462-F1-model_v3.pdb.txt,0.539525,0.043,Q3E767,Q12462,pro_with_unknown_function
387192,387192,AF-P53878-F1-model_v3.pdb@@AF-Q35811-F1-model_v3.pdb.txt,0.50604,0.0,P53878,Q35811,pro_with_unknown_function
387493,387493,AF-P0C5K9-F1-model_v3.pdb@@AF-P87108-F1-model_v3.pdb.txt,0.597325,0.037,P0C5K9,P87108,pro_with_unknown_function
387600,387600,AF-Q3E7Z9-F1-model_v3.pdb@@AF-Q07887-F1-model_v3.pdb.txt,0.500915,0.097,Q3E7Z9,Q07887,pro_with_unknown_function
388595,388595,AF-P10356-F1-model_v3.pdb@@AF-Q01802-F1-model_v3.pdb.txt,0.713815,0.161,P10356,Q01802,pro_with_unknown_function
388798,388798,AF-Q04413-F1-model_v3.pdb@@AF-P00856-F1-model_v3.pdb.txt,0.543345,0.022,Q04413,P00856,pro_with_unknown_function
389198,389198,AF-Q8TGS1-F1-model_v3.pdb@@AF-P00856-F1-model_v3.pdb.txt,0.5711299999999999,0.098,Q8TGS1,P00856,pro_with_unknown_function
389599,389599,AF-P53749-F1-model_v3.pdb@@AF-Q06595-F1-model_v3.pdb.txt,0.56654,0.067,P53749,Q06595,pro_with_unknown_function
389678,389678,AF-Q3E7A0-F1-model_v3.pdb@@AF-P40014-F1-model_v3.pdb.txt,0.509915,0.051,Q3E7A0,P40014,pro_with_unknown_function
390142,390142,AF-Q3E7B4-F1-model_v3.pdb@@AF-Q02771-F1-model_v3.pdb.txt,0.58815,0.054,Q3E7B4,Q02771,pro_with_unknown_function
390166,390166,AF-Q3E7A6-F1-model_v3.pdb@@AF-P17536-F1-model_v3.pdb.txt,0.518455,0.028,Q3E7A6,P17536,pro_with_unknown_function
390528,390528,AF-P40101-F1-model_v3.pdb@@AF-P54005-F1-model_v3.pdb.txt,0.5360199999999999,0.077,P40101,P54005,pro_with_unknown_function
390951,390951,AF-P0C5M8-F1-model_v3.pdb@@AF-P47822-F1-model_v3.pdb.txt,0.534565,0.138,P0C5M8,P47822,pro_with_unknown_function
391058,391058,AF-Q3E789-F1-model_v3.pdb@@AF-O94742-F1-model_v3.pdb.txt,0.525405,0.048,Q3E789,O94742,pro_with_unknown_function
391388,391388,AF-P0C5S1-F1-model_v3.pdb@@AF-Q04964-F1-model_v3.pdb.txt,0.5037499999999999,0.04,P0C5S1,Q04964,pro_with_unknown_function
391605,391605,AF-P0C5K9-F1-model_v3.pdb@@AF-P26725-F1-model_v3.pdb.txt,0.500295,0.111,P0C5K9,P26725,pro_with_unknown_function
391923,391923,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q08490-F1-model_v3.pdb.txt,0.5023150000000001,0.114,Q8TGS5,Q08490,pro_with_unknown_function
392181,392181,AF-P0C5P6-F1-model_v3.pdb@@AF-P38305-F1-model_v3.pdb.txt,0.5624,0.108,P0C5P6,P38305,pro_with_unknown_function
392654,392654,AF-Q3E7Z7-F1-model_v3.pdb@@AF-P40532-F1-model_v3.pdb.txt,0.50503,0.05,Q3E7Z7,P40532,pro_with_unknown_function
392790,392790,AF-P0C5P3-F1-model_v3.pdb@@AF-P53317-F1-model_v3.pdb.txt,0.511735,0.033,P0C5P3,P53317,pro_with_unknown_function
393081,393081,AF-Q3E7A0-F1-model_v3.pdb@@AF-P40573-F1-model_v3.pdb.txt,0.5306,0.051,Q3E7A0,P40573,pro_with_unknown_function
393140,393140,AF-Q3E765-F1-model_v3.pdb@@AF-P07255-F1-model_v3.pdb.txt,0.69083,0.1,Q3E765,P07255,pro_with_unknown_function
394012,394012,AF-Q3E767-F1-model_v3.pdb@@AF-Q04431-F1-model_v3.pdb.txt,0.51561,0.022,Q3E767,Q04431,pro_with_unknown_function
394630,394630,AF-Q8TGT0-F1-model_v3.pdb@@AF-Q07978-F1-model_v3.pdb.txt,0.51525,0.113,Q8TGT0,Q07978,pro_with_unknown_function
394737,394737,AF-Q3E7A0-F1-model_v3.pdb@@AF-P69771-F1-model_v3.pdb.txt,0.532635,0.026,Q3E7A0,P69771,pro_with_unknown_function
394873,394873,AF-Q3E7B4-F1-model_v3.pdb@@AF-Q03818-F1-model_v3.pdb.txt,0.634725,0.033,Q3E7B4,Q03818,pro_with_unknown_function
395026,395026,AF-Q45U18-F1-model_v3.pdb@@AF-Q3E828-F1-model_v3.pdb.txt,0.584875,0.054,Q45U18,Q3E828,pro_with_unknown_function
395588,395588,AF-Q3E778-F1-model_v3.pdb@@AF-Q3E835-F1-model_v3.pdb.txt,0.56218,0.194,Q3E778,Q3E835,pro_with_unknown_function
395633,395633,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q12520-F1-model_v3.pdb.txt,0.514285,0.086,Q8TGS5,Q12520,pro_with_unknown_function
395773,395773,AF-P0C5N0-F1-model_v3.pdb@@AF-P52553-F1-model_v3.pdb.txt,0.64305,0.07,P0C5N0,P52553,pro_with_unknown_function
395828,395828,AF-Q8TGS5-F1-model_v3.pdb@@AF-P40574-F1-model_v3.pdb.txt,0.551455,0.086,Q8TGS5,P40574,pro_with_unknown_function
395838,395838,AF-Q8TGU5-F1-model_v3.pdb@@AF-P0C270-F1-model_v3.pdb.txt,0.50013,0.074,Q8TGU5,P0C270,pro_with_unknown_function
395906,395906,AF-P46996-F1-model_v3.pdb@@AF-P15365-F1-model_v3.pdb.txt,0.6663749999999999,0.085,P46996,P15365,pro_with_unknown_function
