,chemostat_0.5_mean,chemostat_0.35_mean,chemostat_0.2_mean,chemostat_0.12_mean,chemostat_0.5_uncertainty,chemostat_0.35_uncertainty,chemostat_0.2_uncertainty,chemostat_0.12_uncertainty
P0AEK2,5.566492051978416e-06,5.181424538964315e-06,4.622177355671067e-06,4.602107517052916e-06,5.66112241686205e-07,4.922353312016099e-08,1.113944742716727e-07,2.0617441676397065e-07
P10121,1.572087494626257e-06,1.8879515450317375e-06,1.651465451036641e-06,1.8940556982032324e-06,1.718291631626499e-07,2.0370997170892448e-07,6.638891113167297e-08,2.623267142011477e-07
P0A6D3,1.486506400244236e-06,1.1528199699751318e-06,1.071285897538346e-06,9.7468791145368e-07,6.273057009030676e-08,6.490376430959991e-08,2.01401748737209e-08,1.6862100868148666e-08
P76108,7.274393022471794e-07,1.6101887624109177e-06,2.4170135755696615e-06,3.811820021279663e-06,8.270984866550429e-08,5.458539904573012e-08,9.06380090838623e-08,2.0469473514271784e-07
P0A6T5,1.0744148262090694e-05,6.660041456975897e-06,5.024210490252872e-06,3.408773398435303e-06,1.2484700280549387e-06,2.997018655639154e-07,2.5472747185582064e-07,1.043084659921203e-07
P11557,1.1199960612603632e-06,1.0839013848135748e-06,1.1435074187207064e-06,1.2855343264578268e-06,3.471987789907125e-08,6.741866613540437e-08,2.584326766308796e-08,6.119143393939255e-08
P26646,2.001853425109885e-06,2.5771373966473055e-06,3.0116374333044286e-06,3.17959002466106e-06,1.7436143332707102e-07,9.2776946279303e-09,1.9665992439477916e-07,8.775668468064522e-08
P0AEE1,2.3925497255495467e-06,2.1657143276525574e-06,2.0583133536972715e-06,1.9915244893486003e-06,1.2058450616769717e-07,2.44725719024739e-08,1.3543701867328048e-07,2.9076257544489568e-08
P0ADV7,1.905109579286731e-06,2.1531836758050012e-06,2.3688658947814214e-06,2.291833737742437e-06,1.5717154029115532e-07,9.969240418977156e-08,2.139085902987623e-07,6.02752273026261e-08
P0ABC3,1.843714446360498e-06,1.739672164835661e-06,1.6418359148789931e-06,1.5621349499784659e-06,7.909534974886537e-08,8.333029669562816e-08,1.953784738706002e-08,9.435295097869934e-08
P00946,1.698598677625767e-06,1.6018349945125472e-06,1.5792439298542809e-06,1.4646661588330975e-06,3.414183342027791e-08,3.3638534884763485e-08,5.543146193788527e-08,1.2376429042139674e-07
P0A993,1.821388943478232e-06,1.9088359647776638e-06,1.933129383647847e-06,1.6016493247671286e-06,9.161586385695506e-08,1.2407433771054815e-07,9.298352335346142e-08,5.173327318997825e-08
P08622,1.2409258685393064e-06,1.2154732292129109e-06,1.085730201774818e-06,9.6415074484337e-07,1.1205560592909933e-07,1.592269930268913e-08,9.576140379653897e-08,2.516433444041196e-08
P00954,2.03162076228624e-06,1.7835294463021056e-06,1.576836545814869e-06,1.6174550746825936e-06,1.592790677632412e-07,4.351811848977138e-08,1.9978519035474387e-07,3.9951140344660065e-08
P0A8N5,8.074390209086338e-07,6.850089676663827e-07,6.836970671930118e-07,7.033558712381963e-07,1.3847579208583068e-07,3.09624053385205e-08,4.430356995410717e-08,8.77788127305269e-08
P00904,2.541386411431322e-06,1.8127676339464027e-06,1.8585004784260746e-06,1.707020990870229e-06,5.214924916257074e-07,1.1039754890733592e-07,2.624202675537617e-07,9.37154523987756e-08
P0AG80,3.9255675901318376e-07,6.8292052569179e-07,1.0183234486712816e-06,1.4488604089176327e-06,7.097426202958361e-08,6.556037046641184e-08,2.515258918218066e-08,8.620719433059914e-08
P06986,2.684641721592532e-06,2.274313310331374e-06,2.7420104208902836e-06,2.046844614052728e-06,4.265895695610533e-07,9.48388650408183e-08,9.350255535235867e-08,1.7746142803837154e-07
P23839,1.391623012994604e-06,1.3240722118917275e-06,1.41072704709544e-06,1.5041805336217604e-06,7.598261650950538e-08,6.633601781577555e-08,8.139895061740689e-08,6.768812401297923e-08
D9IX93,4.6325418480702727e-07,4.845185381054902e-07,4.959211121188747e-07,4.530981642433324e-07,2.816585443626726e-08,6.65243952818838e-08,1.8051528481127046e-08,8.382316038501651e-09
P0A9J8,3.7581263185148394e-06,5.465452647508913e-06,7.561593267793134e-06,8.877562869186222e-06,1.593445559050292e-07,3.541613315585777e-07,3.410278563774704e-07,1.4115324962006096e-07
P0ACP7,1.5832502460673907e-06,1.6623998117757333e-06,1.637021146800169e-06,1.8413698651516821e-06,1.5626679928685146e-07,3.37467161790474e-08,8.381548271616867e-08,1.1563802753152567e-07
P77211,1.5441806160234242e-06,1.5538008290969167e-06,1.3168390695583713e-06,1.3461230344671097e-06,1.593594395736174e-07,1.0596921654440972e-07,5.188345934059984e-08,4.684508159945541e-08
P77674,1.8120866506106206e-06,3.6088277320960644e-06,5.5273537544899835e-06,6.598900589706673e-06,2.3611489057456388e-07,2.5442235511277253e-07,4.869598657705676e-07,4.790801828127044e-07
Q46851,9.67438458231543e-07,1.3115415600441715e-06,1.4877633363566243e-06,2.0942618637991238e-06,3.927800140420064e-08,1.4072840939273965e-07,2.2866922479801313e-07,2.073319245161132e-08
P09147,1.0176708397166422e-06,1.3428681896630614e-06,1.3216538376371957e-06,1.1880655353124587e-06,5.882137453562193e-08,9.037502916432401e-08,7.956356102575915e-08,2.756312041924904e-08
P0A6V8,1.925574623595475e-06,1.7793525623529209e-06,2.291829605520237e-06,2.3392509874888324e-06,1.4056694752246963e-07,1.2064010372752804e-07,1.384265081734223e-07,1.309980552993746e-07
P0A8F8,2.5116190742549675e-07,2.798512245954124e-07,3.611076059118021e-07,4.109494978020923e-07,1.8611097340229307e-08,2.342354749863602e-08,9.605462317253935e-09,2.1287183986148377e-08
P0A847,6.86509213629691e-07,5.074913998260091e-07,4.4777343133063454e-07,5.426640804309678e-07,2.6842510252920918e-08,1.639197221438009e-08,3.1523249565676674e-08,1.1954889691894226e-07
P0A6T3,9.84182585393243e-07,1.230092323035059e-06,1.3264686057160195e-06,1.1643569104392611e-06,7.01722183385382e-08,5.6953274556523234e-08,9.179162751554854e-08,7.428597088602484e-08
P0A8E1,1.4009253058622152e-06,1.5162088735542495e-06,1.6707245233519372e-06,1.8413698651516821e-06,1.2622337005818555e-07,5.488676122266383e-08,1.1444462984960772e-07,1.147173425989498e-07
P76015,1.8548771978016311e-06,2.0696459968212963e-06,2.09201673024904e-06,2.5552629030001886e-06,9.311483532964188e-08,4.1185955336743796e-08,1.6840734678504768e-07,1.581707736957117e-07
P0ABQ0,8.390668166585113e-07,8.249345799640888e-07,8.257327255183205e-07,1.1011339107774008e-06,7.702633376925132e-08,7.911122621855611e-08,8.133467346355457e-08,5.847021066227998e-08
P30011,8.018576451880673e-07,8.353767898370521e-07,7.486964362571361e-07,7.665788709000567e-07,3.680526591413229e-08,1.61227720438551e-08,5.4579970203145235e-08,1.5561551079271146e-08
P37747,1.2148794485099954e-06,1.1089626885086865e-06,8.762877903459731e-07,7.929217874258316e-07,9.840523532930962e-09,3.659576872078666e-08,5.248963864172377e-08,2.513562066139887e-08
P0A9U3,3.646498804103508e-07,3.320622739602281e-07,2.9851562088708966e-07,2.528919986474413e-07,1.5023575072906455e-08,3.357149589737907e-08,1.93139606713947e-08,2.301317187691716e-08
P08957,3.4232437752808444e-07,2.694090147224493e-07,2.3110886778355328e-07,2.1074333220620115e-07,3.067226422651637e-08,1.904721734087716e-08,7.15513054657881e-08,1.8482190234483837e-08
P0ACQ4,6.95811506497302e-07,7.184240392598647e-07,7.631407404936084e-07,6.66475788102111e-07,6.97898941016794e-08,2.571958060550316e-08,3.571498665510086e-08,5.505090009723436e-08
P0A6P5,6.493000421592471e-07,5.513486812924543e-07,5.633278652224112e-07,5.163211639051927e-07,7.161779465016496e-08,6.301915427172753e-08,3.1039365373754854e-08,6.474667395371117e-08
P76403,4.0930088617488364e-07,3.466813677823766e-07,2.9370085280826564e-07,3.1348070665672417e-07,3.1925469121640916e-08,4.978344441354928e-08,2.6902998117237134e-08,8.652067503725585e-09
P0AAG8,6.697650864679913e-07,1.0087174737282403e-06,9.340650072918614e-07,1.0273737445052305e-06,9.209269938934882e-08,7.161894063470508e-08,8.80823301876225e-08,9.99634653403589e-08
P69783,4.8790526090619634e-05,5.151559818727641e-05,5.717537093603532e-05,6.177150496129012e-05,4.137436612484545e-06,3.3691201214478772e-06,7.547148963556663e-07,2.7426548202812815e-06
P0A8G6,1.114042593825092e-05,1.4972040515854562e-05,1.7268165714702375e-05,1.8379452860033315e-05,1.659923464799387e-06,6.872166596777245e-07,3.039197165787618e-07,1.0035181261578189e-06
P0ADE6,7.430671542647659e-06,1.0062113433587293e-05,1.4906521972039185e-05,2.3732333498070823e-05,5.231192766023953e-07,8.120125540904945e-07,1.0583630600147824e-06,2.4040853833545748e-06
P0A7W7,2.6247349555251167e-05,1.9067475228030707e-05,1.7393349684751798e-05,1.6419539870515646e-05,6.141879795928773e-07,6.387604201390289e-07,1.0801270154230867e-06,6.157327451443366e-07
P0A707,1.0922752285148824e-05,9.650690364592545e-06,8.721952374789727e-06,8.329630205450099e-06,4.5001739414813153e-07,8.936539277612694e-07,9.89069399301155e-07,3.5484224675217417e-07
P45523,5.618584892037038e-06,4.914103966216459e-06,4.797916390548143e-06,4.343946935100321e-06,1.5057807510659263e-07,1.351378590709526e-07,1.8663894759232276e-07,8.079741299286597e-08
P0AAC0,2.7962692360038638e-06,3.186962453228354e-06,4.277921438035148e-06,5.068377139559136e-06,2.6536595049676664e-07,2.0045993830806342e-07,3.105770964013518e-07,1.860094410218203e-07
P0ABA4,1.2615769587054025e-05,1.1808050924346731e-05,1.0428787658732843e-05,7.923949290953162e-06,1.450813502511213e-06,1.8420559441980902e-07,6.559707437342958e-07,9.437423605525215e-07
P0A805,6.016723026770788e-06,6.29665255339678e-06,5.741610933997652e-06,5.4371779709199885e-06,3.670201046330181e-07,3.116843013931406e-07,3.812429660174442e-07,1.9628212475021164e-07
P07003,8.018576451880673e-07,9.815677280585362e-07,1.4829485682778004e-06,2.2786622794795494e-06,1.0672725257453176e-07,7.675859633417755e-08,1.5407835624406347e-07,6.927133329617831e-08
P0AAI9,3.177663243575914e-06,3.0136217693371656e-06,3.252375837245631e-06,3.245447315975497e-06,2.1798769850930773e-07,1.9347451759144597e-07,4.0459555415335646e-07,7.853982504660702e-08
P0A6Y5,3.4455692781631104e-06,3.466813677823766e-06,3.3968188796103506e-06,2.934600900971351e-06,1.6607643920746194e-07,1.8928802680917762e-07,1.8546631082672516e-07,2.855366676645124e-07
P31057,4.586030383732218e-06,4.818035635385198e-06,4.894211752124623e-06,5.463520887445764e-06,4.416347259534127e-07,5.285385092017562e-07,1.5759361841841285e-07,1.365880221861441e-07
P31663,2.0613880994625956e-06,1.9464279203203315e-06,2.171460403549636e-06,2.1522162801558287e-06,6.390303108334046e-09,4.671427008768795e-08,6.536095814684405e-08,1.1880233866460173e-07
P04425,1.8995282035661637e-06,2.0007274116597393e-06,2.094424114288452e-06,2.218073571470267e-06,1.3828565321961675e-07,6.582393184360544e-08,1.1833496245729753e-07,4.924123328663991e-08
P07024,6.437186664386805e-07,6.975396195139384e-07,7.655481245330203e-07,7.349673710691263e-07,1.081447359616983e-08,2.4902164416647595e-08,4.12630439123298e-08,4.799336933081395e-08
P06987,2.9916173862236942e-06,2.7650971743606426e-06,3.19219123626033e-06,2.5473600280424556e-06,2.9736676819063524e-07,1.941098216401171e-07,7.054742632135329e-08,1.324627214582077e-08
P0A9K3,1.3544138415241603e-06,1.1528199699751318e-06,1.254247084533659e-06,1.111671077387711e-06,1.2690857695081382e-07,4.634336279300029e-08,8.591592529055565e-08,2.1566418901321592e-08
P0A6C8,5.112540160039e-06,3.6777463172576214e-06,4.504215537739878e-06,5.961402009782914e-06,2.4028938752183296e-08,1.2394005089158186e-07,3.445724886371006e-07,5.627563497235069e-07
P77689,3.47905753248651e-07,2.735858986716346e-07,2.2629409970472928e-07,2.212804988165112e-07,5.3299161397693345e-08,1.942459880568605e-09,1.7402016267293682e-08,8.629939453843935e-09
P0AA16,1.5348783231558136e-06,1.8169445178955882e-06,2.0679428898549194e-06,2.212804988165112e-06,6.323698691401952e-08,4.8875807531391316e-08,3.329388052666421e-08,1.174999448715674e-07
P69811,4.948819805569047e-07,4.6781100230874916e-07,4.959211121188747e-07,4.689039141587974e-07,3.483969143120609e-08,1.1742056157949602e-08,6.744527124816697e-09,2.5227030581743305e-08
P0AE12,9.060433253053103e-07,8.165808120657183e-07,9.701757678830413e-07,8.877562869186222e-07,1.220440359186253e-07,2.9233593071952714e-08,6.10240557998433e-08,1.59796131645352e-08
P60560,2.213945702491416e-06,1.2050310193399476e-06,8.377696457153807e-07,6.612072047969561e-07,2.528325992245196e-07,9.037732645049605e-09,3.032726117489679e-08,2.69772539557158e-08
P09127,8.353458995114667e-07,9.377104465920908e-07,1.0279529848289298e-06,9.667850364959477e-07,8.077794848275884e-08,8.223720616612638e-08,7.45265914000974e-08,6.390449091238214e-08
P0A6V1,7.944158108939785e-07,7.977848342943847e-07,9.003616307400932e-07,1.0484480777258505e-06,4.679109126165534e-08,7.993804039629734e-08,8.571442724645685e-08,3.1243752716230346e-08
P06721,2.1674342381533605e-06,2.1239454881607045e-06,2.2268302364561124e-06,2.0494789057053058e-06,3.1622865534657535e-07,4.0992147921501594e-08,4.4358458310205774e-07,2.3855934462409757e-07
P16456,1.287437332877361e-06,1.276038046476097e-06,1.2518397004942474e-06,1.2196770351433889e-06,4.750643758317462e-08,9.366119261134549e-08,1.8276859627216006e-08,4.7323468963563495e-08
P22188,6.269745392769808e-07,5.784984269621587e-07,5.34439256749467e-07,5.347612054732353e-07,3.0157475339222765e-08,1.0933620269584796e-08,1.9560476797030492e-08,3.43316693913817e-08
P21888,6.232536221299364e-07,5.283758195719354e-07,5.48883560985939e-07,4.899782473794177e-07,2.0692020254713886e-08,2.1187870364834613e-08,5.439436089370657e-08,3.8512290244022226e-08
P00935,2.25115487396186e-06,1.3637526094089874e-06,1.8681300145837228e-06,1.967815864475403e-06,8.284249936179643e-08,1.1182771397153695e-07,9.172518371606078e-08,6.769286573795387e-08
P25522,4.5209143336589407e-07,4.949607479784533e-07,4.236995909365144e-07,4.689039141587974e-07,2.721590428862682e-08,6.860155966981363e-08,1.4236306255466883e-08,1.242595372520813e-08
P02924,2.1953411167561936e-07,6.515938960729006e-07,9.172133190159771e-07,1.7280953240908494e-06,1.6025990152320212e-08,3.772728658262095e-08,2.623230092385695e-08,1.9268262863612964e-07
P05194,8.297645237909003e-07,7.769004145484583e-07,7.270299799024279e-07,7.033558712381963e-07,1.4105996904445306e-08,2.8201485048109037e-08,2.3991989336780125e-08,3.3972088580804877e-08
P37744,8.874387395700884e-07,8.729687453797193e-07,7.944367330059644e-07,6.216928300082932e-07,5.945839555119592e-08,7.603557772257356e-08,6.228383986766761e-08,1.274470301517001e-08
P39180,5.953467435271034e-08,8.562612095829783e-08,8.185105734000847e-08,1.7913183237527092e-07,1.491343592535394e-08,6.464772132351487e-09,3.2985976108023417e-09,3.423209316691428e-08
P24215,7.758112251587564e-07,1.0045405897790548e-06,1.3938753588195557e-06,1.364563076035152e-06,4.39884964665015e-08,5.4747462142958504e-08,5.7427664783365704e-08,2.319757229259759e-08
P25437,8.576714023937334e-07,8.499958836592004e-07,8.907320945824449e-07,9.193677867495523e-07,5.669207969822577e-08,5.380473943562738e-08,1.6122250911942257e-08,6.38960611790939e-08
P69831,8.978573075818128e-06,1.3495512039817576e-05,1.1514517860507662e-05,1.0010308279794552e-05,9.508308887291396e-07,5.303736231648307e-07,1.1894496949904414e-06,6.296483907990774e-07
P38489,1.7246450976550775e-06,1.7522028166832165e-06,1.4925781044354483e-06,1.0563509526835832e-06,6.691622978901703e-08,2.3479517743555105e-08,7.582296770532078e-08,6.68670153048708e-08
P0AG16,8.502295680996446e-07,6.307094763269743e-07,5.079580323159349e-07,4.4519528928559987e-07,5.186400365407832e-08,1.3938679426826131e-08,1.6559431853499476e-08,1.5581835124995997e-08
P0A7B1,2.1395273595505273e-07,1.963135456117072e-07,2.4314578798061335e-07,2.5552629030001886e-07,2.822036587247146e-08,6.81208003272624e-09,1.8552023622920798e-08,1.8960050740261402e-08
P17854,1.5795293289203461e-06,1.2718611625269117e-06,1.049619441183638e-06,9.114649117918198e-07,9.287632454051636e-08,7.249608626403397e-08,6.350197619161009e-08,5.723999646052629e-08
P16676,1.428832184465048e-06,1.1047858045595014e-06,8.425844137942049e-07,6.954529962804636e-07,2.0132245479112524e-07,1.491460836155327e-08,3.294505057935341e-08,2.621857795977348e-08
P21156,1.6204594175378344e-06,9.94098379906092e-07,8.666582541883249e-07,6.137899550505608e-07,1.3433608571388645e-07,1.1183606773943535e-07,6.075274361860158e-08,1.681784476838536e-08
P09394,2.0092952594039735e-07,1.8378289376415147e-07,1.6851688275884093e-07,1.7122895741753841e-07,1.6415942269330465e-08,1.097183875771984e-08,2.4788833453825504e-08,1.3732562384886576e-08
P0A6C5,6.790673793356022e-07,4.302190467660818e-07,4.068479026606303e-07,4.662696225062199e-07,5.160912082950577e-08,2.4694573284373098e-08,1.5094057188709383e-08,6.457834271711147e-08
P36979,4.074404276013613e-07,3.4250448383319133e-07,2.7203439645355755e-07,2.1601191551135617e-07,3.2024817609467e-08,8.32285895714655e-09,1.6485284425085585e-08,1.0649387434709854e-08
P09053,6.883696722032132e-07,7.267778071582352e-07,6.042533938924154e-07,4.214866644124023e-07,8.418761091045299e-08,4.178972391159853e-08,5.5047484183599035e-08,3.747016446626255e-08
P14081,1.0976705583780968e-07,7.309546911074205e-08,8.185105734000847e-08,8.956591618763546e-08,1.6410174847752547e-08,1.1322488165253943e-08,3.396818879610351e-09,1.3515496752714192e-08
P0A862,4.8336574198680234e-05,4.527951045114281e-05,4.743509511257432e-05,3.921933412357403e-05,1.0054007433325485e-06,9.191740621581991e-07,3.1164857488961326e-06,8.196840831826972e-07
P0ACF8,6.458209846267605e-05,6.865126458880893e-05,5.827554544204661e-05,6.380254382542738e-05,5.3861470117871845e-06,6.1442881806983995e-06,3.374154081094499e-06,4.47255832216246e-06
P0AEZ9,4.094869320322359e-06,2.7901584780557537e-06,3.1151549469991453e-06,3.532585106106446e-06,6.019457900873866e-07,6.361561329967118e-08,3.893943683748932e-08,8.40755255253334e-08
P0A9Q1,6.891138556326221e-06,9.191233130182165e-06,1.0503416563954615e-05,1.1319551231125576e-05,1.9157365186586892e-07,4.503704233789261e-07,1.9221252312036944e-07,3.4751022279555524e-07
P68919,2.359619608798204e-05,1.984019875862999e-05,1.8404450981304843e-05,1.5660863874573322e-05,2.439846675497342e-06,3.6109161740706577e-07,1.5588569981165203e-06,1.183961308917743e-06
P0ABS1,1.0251126740107311e-05,9.884595865746919e-06,9.846200721195135e-06,8.677356703590329e-06,3.9774371751616366e-07,2.50080275403397e-07,8.221577602197936e-07,4.824610327196224e-07
P0AC59,3.4232437752808437e-06,3.0783634705495362e-06,3.24033891704857e-06,2.212804988165112e-06,4.0017719733033075e-07,1.3883419252178412e-07,2.530704694214933e-07,3.894536779170596e-08
P10384,3.0325474748411823e-06,7.050580106224719e-06,9.167318422080948e-06,1.0368571944545096e-05,5.237209489050722e-07,5.450098422111709e-07,4.501153345241745e-07,2.789145853082631e-07
P0ABA0,1.413576424162166e-05,1.2411610655003999e-05,1.0440824578929903e-05,9.143626326096552e-06,7.279918584435156e-07,1.0661573552648438e-06,6.974470818725175e-07,2.1396085603065928e-07
