Entry	Entry name	Protein names	Gene names	Organism	Length	Mass	Gene names  (synonym )	Gene names  (primary )	Gene names  (ORF )	Gene names  (ordered locus )
P75949	NAGZ_ECOLI	Beta-hexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)	nagZ ycfO b1107 JW1093	Escherichia coli (strain K12)	341	"37,595"	ycfO	nagZ		b1107 JW1093
P0A9L8	P5CR_ECOLI	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase)	proC b0386 JW0377	Escherichia coli (strain K12)	269	"28,145"		proC		b0386 JW0377
P26647	PLSC_ECOLI	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (EC 2.3.1.51) (EC 2.3.1.n4) (Lysophosphatidic acid acyltransferase) (LPAAT) (Phosphatidic acid synthase) (PA synthase)	plsC parF b3018 JW2986	Escherichia coli (strain K12)	245	"27,453"	parF	plsC		b3018 JW2986
P0ADI0	PINR_ECOLI	Serine recombinase PinR (EC 3.1.22.-) (EC 6.5.1.-) (DNA-invertase PinR) (Putative DNA-invertase from lambdoid prophage Rac) (Site-specific recombinase PinR)	pinR ynaD b1374 JW1368	Escherichia coli (strain K12)	196	"21,908"	ynaD	pinR		b1374 JW1368
P37794	CHBG_ECOLI	Chitooligosaccharide deacetylase ChbG (COD) (EC 3.5.1.105) (Chitin disaccharide deacetylase) (Chitobiose deacetylase) (Chitobiose-6P deacetylase) (Chitotriose deacetylase) (Chitotriose-6P deacetylase)	chbG ydjC b1733 JW1722	Escherichia coli (strain K12)	249	"27,774"	ydjC	chbG		b1733 JW1722
P0ABE9	CYNT_ECOLI	Carbonic anhydrase 1 (EC 4.2.1.1) (Carbonate dehydratase 1)	cynT b0339 JW0330	Escherichia coli (strain K12)	219	"23,764"		cynT		b0339 JW0330
P37349	DHAM_ECOLI	"PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM (EC 2.7.1.121) (Dihydroxyacetone kinase subunit M)"	dhaM ycgC b1198 JW5185	Escherichia coli (strain K12)	472	"51,449"	ycgC	dhaM		b1198 JW5185
P04995	EX1_ECOLI	Exodeoxyribonuclease I (ExoI) (Exonuclease I) (EC 3.1.11.1) (DNA deoxyribophosphodiesterase) (dRPase)	sbcB cpeA xonA b2011 JW1993	Escherichia coli (strain K12)	475	"54,501"	cpeA xonA	sbcB		b2011 JW1993
P0ABU7	EXBB_ECOLI	Biopolymer transport protein ExbB	exbB b3006 JW2974	Escherichia coli (strain K12)	244	"26,287"		exbB		b3006 JW2974
P0A9R2	ESSD_ECOLI	Prophage lysis protein S homolog EssD (Lysis protein S homolog from lambdoid prophage DLP12)	essD ybcR b0554 JW0543	Escherichia coli (strain K12)	71	"7,778"	ybcR	essD		b0554 JW0543
P69380	FIEF_ECOLI	Ferrous-iron efflux pump FieF	fieF yiiP b3915 JW3886	Escherichia coli (strain K12)	300	"32,927"	yiiP	fieF		b3915 JW3886
P33135	FLIR_ECOLI	Flagellar biosynthetic protein FliR	fliR flaP b1950 JW1934	Escherichia coli (strain K12)	261	"28,543"	flaP	fliR		b1950 JW1934
P22586	FLIO_ECOLI	Flagellar protein FliO	fliO flaP flbD b1947 JW5316	Escherichia coli (strain K12)	121	"12,670"	flaP flbD	fliO		b1947 JW5316
P0AA80	GARP_ECOLI	Probable galactarate transporter (D-galactarate permease)	garP yhaU b3127 JW3096	Escherichia coli (strain K12)	444	"49,009"	yhaU	garP		b3127 JW3096
P0AEU0	HISJ_ECOLI	Histidine-binding periplasmic protein (HBP)	hisJ b2309 JW2306	Escherichia coli (strain K12)	260	"28,483"		hisJ		b2309 JW2306
P0ACG6	HOKD_ECOLI	Toxic protein HokD (Protein RelF)	hokD relF b1562 JW1554	Escherichia coli (strain K12)	51	"5,737"	relF	hokD		b1562 JW1554
P77091	HOKE_ECOLI	Toxic protein HokE	hokE ybdY b4415 JW5084	Escherichia coli (strain K12)	50	"5,564"	ybdY	hokE		b4415 JW5084
P0ACE7	HINT_ECOLI	Purine nucleoside phosphoramidase (EC 3.9.1.-) (Histidine triad nucleotide binding protein HinT) (HIT protein)	hinT ycfF b1103 JW1089	Escherichia coli (strain K12)	119	"13,241"	ycfF	hinT		b1103 JW1089
P0ABC7	HFLK_ECOLI	Modulator of FtsH protease HflK	hflK hflA b4174 JW4132	Escherichia coli (strain K12)	419	"45,545"	hflA	hflK		b4174 JW4132
P25519	HFLX_ECOLI	GTPase HflX (GTP-binding protein HflX)	hflX b4173 JW4131	Escherichia coli (strain K12)	426	"48,327"		hflX		b4173 JW4131
P76339	HPRS_ECOLI	Sensor histidine kinase HprS (EC 2.7.13.3) (Hydrogen peroxide response sensor)	hprS yedV b1968 JW1951	Escherichia coli (strain K12)	452	"50,850"	yedV	hprS		b1968 JW1951
P36646	HOFC_ECOLI	Protein transport protein HofC homolog	hofC hopC yacD b0106 JW0102	Escherichia coli (strain K12)	400	"44,450"	hopC yacD	hofC		b0106 JW0102
P30131	HYPF_ECOLI	Carbamoyltransferase HypF (EC 6.2.-.-) (Carbamoyl phosphate-converting enzyme HypF) ([NiFe]-hydrogenase maturation factor HypF) (Hydrogenase maturation protein HypF)	hypF hydA b2712 JW5433	Escherichia coli (strain K12)	750	"82,066"	hydA	hypF		b2712 JW5433
P0A9F9	METR_ECOLI	HTH-type transcriptional regulator MetR	metR b3828 JW3804	Escherichia coli (strain K12)	317	"35,629"		metR		b3828 JW3804
P50456	MLC_ECOLI	Protein mlc (Making large colonies protein)	mlc b1594 JW1586	Escherichia coli (strain K12)	406	"44,316"		mlc		b1594 JW1586
P76329	MPGP_ECOLI	Mannosyl-3-phosphoglycerate phosphatase (MPGP) (EC 3.1.3.70)	yedP b1955 JW1938	Escherichia coli (strain K12)	271	"30,439"		yedP		b1955 JW1938
P03817	MIOC_ECOLI	Protein MioC	mioC yieB b3742 JW3720	Escherichia coli (strain K12)	147	"15,808"	yieB	mioC		b3742 JW3720
P39285	MSCM_ECOLI	Miniconductance mechanosensitive channel MscM	mscM yjeP b4159 JW4120	Escherichia coli (strain K12)	1107	"123,968"	yjeP	mscM		b4159 JW4120
P0A9X4	MREB_ECOLI	Cell shape-determining protein MreB (Actin-like MreB protein) (Rod shape-determining protein MreB)	mreB envB rodY b3251 JW3220	Escherichia coli (strain K12)	347	"36,952"	envB rodY	mreB		b3251 JW3220
P0AFH0	OGT_ECOLI	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase)	ogt b1335 JW1329	Escherichia coli (strain K12)	171	"19,179"		ogt		b1335 JW1329
P00894	ILVH_ECOLI	Acetolactate synthase isozyme 3 small subunit (EC 2.2.1.6) (ALS-III) (Acetohydroxy-acid synthase III small subunit) (AHAS-III)	ilvH brnP b0078 JW0077	Escherichia coli (strain K12)	163	"17,977"	brnP	ilvH		b0078 JW0077
P0CF44	INSC5_ECOLI	Transposase InsC for insertion element IS2I	insC5 b3044 JW3012	Escherichia coli (strain K12)	121	"13,452"		insC5		b3044 JW3012
A0A385XJL4	INSB9_ECOLI	Insertion element IS1 9 protein InsB (IS1i)	insB9 b4710	Escherichia coli (strain K12)	167	"19,565"		insB9		b4710
P76071	INSH5_ECOLI	Transposase InsH for insertion sequence element IS5Y	insH5 b1370 JW1363	Escherichia coli (strain K12)	326	"37,777"		insH5		b1370 JW1363
P0CE53	INSH6_ECOLI	Transposase InsH for insertion sequence element IS5H	insH6 b1994 JW1972	Escherichia coli (strain K12)	326	"37,823"		insH6		b1994 JW1972
P45395	KDSD_ECOLI	Arabinose 5-phosphate isomerase KdsD (API) (L-API) (EC 5.3.1.13)	kdsD yrbH b3197 JW3164	Escherichia coli (strain K12)	328	"35,196"	yrbH	kdsD		b3197 JW3164
P03819	KEFC_ECOLI	Glutathione-regulated potassium-efflux system protein KefC (K(+)/H(+) antiporter)	kefC trkC b0047 JW0046	Escherichia coli (strain K12)	620	"67,796"	trkC	kefC		b0047 JW0046
P37329	MODA_ECOLI	Molybdate-binding protein ModA (Molybdate/tungstate-binding protein ModA)	modA b0763 JW0746	Escherichia coli (strain K12)	257	"27,364"		modA		b0763 JW0746
P12281	MOEA_ECOLI	Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1)	moeA bisB chlE narE b0827 JW0811	Escherichia coli (strain K12)	411	"44,067"	bisB chlE narE	moeA		b0827 JW0811
P77791	MAA_ECOLI	Maltose O-acetyltransferase (MAT) (EC 2.3.1.79) (Maltose transacetylase)	maa ylaD b0459 JW0448	Escherichia coli (strain K12)	183	"20,096"	ylaD	maa		b0459 JW0448
P17802	MUTY_ECOLI	Adenine DNA glycosylase (EC 3.2.2.31) (A/G-specific adenine glycosylase)	mutY micA b2961 JW2928	Escherichia coli (strain K12)	350	"39,149"	micA	mutY		b2961 JW2928
P06722	MUTH_ECOLI	DNA mismatch repair protein MutH (Methyl-directed mismatch repair protein)	mutH mutR prv b2831 JW2799	Escherichia coli (strain K12)	229	"25,527"	mutR prv	mutH		b2831 JW2799
P0AFK6	POTC_ECOLI	Spermidine/putrescine transport system permease protein PotC	potC b1124 JW1110	Escherichia coli (strain K12)	264	"29,111"		potC		b1124 JW1110
P15373	PRLF_ECOLI	Antitoxin PrlF (HtrA suppressor protein SohA)	prlF sohA b3129 JW3098	Escherichia coli (strain K12)	111	"12,359"	sohA	prlF		b3129 JW3098
P0A8A4	PSRP_ECOLI	"Phosphoenolpyruvate synthase regulatory protein (PEP synthase regulatory protein) (PSRP) (EC 2.7.11.33) (EC 2.7.4.28) (Pyruvate, water dikinase regulatory protein)"	ppsR ydiA b1703 JW1693	Escherichia coli (strain K12)	277	"31,211"	ydiA	ppsR		b1703 JW1693
P0AB80	ILVE_ECOLI	Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42) (Transaminase B)	ilvE b3770 JW5606	Escherichia coli (strain K12)	309	"34,094"		ilvE		b3770 JW5606
P0CF79	INSF1_ECOLI	Transposase InsF for insertion sequence IS3A	insF1 b0299 JW0293	Escherichia coli (strain K12)	288	"33,540"		insF1		b0299 JW0293
P0CE50	INSH2_ECOLI	Transposase InsH for insertion sequence element IS5B	insH2 b0552 JW0540	Escherichia coli (strain K12)	326	"37,851"		insH2		b0552 JW0540
P0CF81	INSF3_ECOLI	Transposase InsF for insertion sequence IS3C	insF3 b0541 JW0529	Escherichia coli (strain K12)	288	"33,540"		insF3		b0541 JW0529
P77154	KOJP_ECOLI	Kojibiose phosphorylase (EC 2.4.1.230)	ycjT b1316 JW1309	Escherichia coli (strain K12)	755	"84,867"		ycjT		b1316 JW1309
P02920	LACY_ECOLI	Lactose permease (Lactose-proton symport)	lacY b0343 JW0334	Escherichia coli (strain K12)	417	"46,503"		lacY		b0343 JW0334
P25737	LYSP_ECOLI	Lysine-specific permease	lysP cadR b2156 JW2143	Escherichia coli (strain K12)	489	"53,576"	cadR	lysP		b2156 JW2143
P75831	MACB_ECOLI	Macrolide export ATP-binding/permease protein MacB (EC 7.6.2.-)	macB ybjZ b0879 JW0863	Escherichia coli (strain K12)	648	"70,702"	ybjZ	macB		b0879 JW0863
P76398	MDTB_ECOLI	Multidrug resistance protein MdtB (Multidrug transporter MdtB)	mdtB yegN b2075 JW2060	Escherichia coli (strain K12)	1040	"112,078"	yegN	mdtB		b2075 JW2060
P25536	NTPPA_ECOLI	dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase)	yhdE b3248 JW3217	Escherichia coli (strain K12)	197	"21,515"		yhdE		b3248 JW3217
P31133	POTF_ECOLI	Putrescine-binding periplasmic protein PotF	potF b0854 JW0838	Escherichia coli (strain K12)	370	"40,840"		potF		b0854 JW0838
P31135	POTH_ECOLI	Putrescine transport system permease protein PotH	potH b0856 JW0840	Escherichia coli (strain K12)	317	"35,490"		potH		b0856 JW0840
Q46889	OTNK_ECOLI	3-oxo-tetronate kinase (EC 2.7.1.217) (3-dehydrotetronate 4-kinase)	otnK ygbK b2737 JW2707	Escherichia coli (strain K12)	388	"41,339"	ygbK	otnK		b2737 JW2707
P0AFI9	PERM_ECOLI	Putative permease PerM	perM yfgO b2493 JW2478	Escherichia coli (strain K12)	353	"39,194"	yfgO	perM		b2493 JW2478
P77150	PDXY_ECOLI	Pyridoxal kinase PdxY (PL kinase) (EC 2.7.1.35) (Pyridoxal kinase 2) (PL kinase 2)	pdxY ydgS b1636 JW1628	Escherichia coli (strain K12)	287	"31,322"	ydgS	pdxY		b1636 JW1628
P0AFJ5	PHOB_ECOLI	Phosphate regulon transcriptional regulatory protein PhoB	phoB b0399 JW0389	Escherichia coli (strain K12)	229	"26,433"		phoB		b0399 JW0389
P45548	PHP_ECOLI	Phosphotriesterase homology protein (EC 3.1.-.-)	php yhfV b3379 JW3342	Escherichia coli (strain K12)	292	"32,915"	yhfV	php		b3379 JW3342
P37028	BTUF_ECOLI	Vitamin B12-binding protein	btuF yadT b0158 JW0154	Escherichia coli (strain K12)	266	"29,367"	yadT	btuF		b0158 JW0154
P76632	CSE2_ECOLI	CRISPR system Cascade subunit CasB	casB cse2 ygcK b2759 JW2729	Escherichia coli (strain K12)	160	"18,702"	cse2 ygcK	casB		b2759 JW2729
P16700	CYSP_ECOLI	Thiosulfate-binding protein	cysP b2425 JW2418	Escherichia coli (strain K12)	338	"37,615"		cysP		b2425 JW2418
P76016	DHAR_ECOLI	PTS-dependent dihydroxyacetone kinase operon regulatory protein	dhaR ycgU b1201 JW5188	Escherichia coli (strain K12)	639	"70,562"	ycgU	dhaR		b1201 JW5188
P0AEN8	FUCM_ECOLI	L-fucose mutarotase (EC 5.1.3.29) (D-ribose pyranase) (EC 5.4.99.62) (Fucose 1-epimerase) (Type-2 mutarotase)	fucU b2804 JW2775	Escherichia coli (strain K12)	140	"15,473"		fucU		b2804 JW2775
P0ABS5	DNAG_ECOLI	DNA primase (EC 2.7.7.101)	dnaG dnaP parB b3066 JW3038	Escherichia coli (strain K12)	581	"65,565"	dnaP parB	dnaG		b3066 JW3038
P0ACK5	DEOR_ECOLI	Deoxyribose operon repressor	deoR nucR b0840 JW0824	Escherichia coli (strain K12)	252	"28,548"	nucR	deoR		b0840 JW0824
P31129	DGCZ_ECOLI	Diguanylate cyclase DgcZ (DGC) (EC 2.7.7.65) (Zinc-sensory diguanylate cyclase)	dgcZ ydeG ydeH b1535 JW1528	Escherichia coli (strain K12)	296	"33,863"	ydeG ydeH	dgcZ		b1535 JW1528
P46068	DSDC_ECOLI	HTH-type transcriptional regulator DsdC (D-serine deaminase activator)	dsdC b2364 JW2361	Escherichia coli (strain K12)	311	"35,332"		dsdC		b2364 JW2361
P0A988	DPO3B_ECOLI	Beta sliding clamp (Beta clamp) (Sliding clamp) (Beta-clamp processivity factor) (DNA polymerase III beta sliding clamp subunit)	dnaN b3701 JW3678	Escherichia coli (strain K12)	366	"40,587"		dnaN		b3701 JW3678
P03007	DPO3E_ECOLI	DNA polymerase III subunit epsilon (EC 2.7.7.7)	dnaQ mutD b0215 JW0205	Escherichia coli (strain K12)	243	"27,099"	mutD	dnaQ		b0215 JW0205
P0A6M8	EFG_ECOLI	Elongation factor G (EF-G)	fusA far fus b3340 JW3302	Escherichia coli (strain K12)	704	"77,581"	far fus	fusA		b3340 JW3302
P0A6W0	GLSA2_ECOLI	Glutaminase 2 (EC 3.5.1.2)	glsA2 yneH b1524 JW1517	Escherichia coli (strain K12)	308	"33,516"	yneH	glsA2		b1524 JW1517
P0A6Z3	HTPG_ECOLI	Chaperone protein HtpG (Heat shock protein C62.5) (Heat shock protein HtpG) (High temperature protein G)	htpG b0473 JW0462	Escherichia coli (strain K12)	624	"71,423"		htpG		b0473 JW0462
P15005	MCRB_ECOLI	Type IV methyl-directed restriction enzyme EcoKMcrB subunit (EcoKMcrBC) (5-methylcytosine-specific restriction enzyme B) (EC 3.1.21.-)	mcrB rglB b4346 JW5871	Escherichia coli (strain K12)	459	"53,157"	rglB	mcrB		b4346 JW5871
P31462	MDTL_ECOLI	Multidrug resistance protein MdtL	mdtL yidY b3710 JW3688	Escherichia coli (strain K12)	391	"41,490"	yidY	mdtL		b3710 JW3688
P76399	MDTC_ECOLI	Multidrug resistance protein MdtC (Multidrug transporter MdtC)	mdtC yegO b2076 JW2061	Escherichia coli (strain K12)	1025	"111,010"	yegO	mdtC		b2076 JW2061
P22186	MRAZ_ECOLI	Transcriptional regulator MraZ	mraZ yabB b0081 JW0079	Escherichia coli (strain K12)	152	"17,386"	yabB	mraZ		b0081 JW0079
P10902	NADB_ECOLI	L-aspartate oxidase (LASPO) (EC 1.4.3.16) (L-aspartate:fumarate oxidoreductase) (EC 1.5.99.-) (Quinolinate synthetase B)	nadB nicB b2574 JW2558	Escherichia coli (strain K12)	540	"60,337"	nicB	nadB		b2574 JW2558
P0A7A5	PIMT_ECOLI	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase) (PIMT)	pcm b2743 JW2713	Escherichia coli (strain K12)	208	"23,258"		pcm		b2743 JW2713
P31660	PRPC_ECOLI	"2-methylcitrate synthase (2-MCS) (MCS) (EC 2.3.3.5) ((2S,3S)-2-methylcitrate synthase) (Citrate synthase) (EC 2.3.3.16)"	prpC yahS yzzD b0333 JW0324	Escherichia coli (strain K12)	389	"43,102"	yahS yzzD	prpC		b0333 JW0324
P0AFM2	PROX_ECOLI	Glycine betaine/proline betaine-binding periplasmic protein (GBBP)	proX proU b2679 JW2654	Escherichia coli (strain K12)	330	"36,023"	proU	proX		b2679 JW2654
P0A978	CSPG_ECOLI	Cold shock-like protein CspG (CPS-G)	cspG cspI b0990 JW0974	Escherichia coli (strain K12)	70	"7,781"	cspI	cspG		b0990 JW0974
P38038	CYSJ_ECOLI	Sulfite reductase [NADPH] flavoprotein alpha-component (SiR-FP) (EC 1.8.1.2)	cysJ b2764 JW2734	Escherichia coli (strain K12)	599	"66,270"		cysJ		b2764 JW2734
P0AB83	END3_ECOLI	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	nth b1633 JW1625	Escherichia coli (strain K12)	211	"23,562"		nth		b1633 JW1625
P37690	ENVC_ECOLI	Murein hydrolase activator EnvC (Septal ring factor)	envC yibP b3613 JW5646	Escherichia coli (strain K12)	419	"46,595"	yibP	envC		b3613 JW5646
P0A6Q6	FABZ_ECOLI	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (17 kDa actomyosin component) (Beta-hydroxyacyl-ACP dehydratase)	fabZ sefA yaeA b0180 JW0175	Escherichia coli (strain K12)	151	"17,033"	sefA yaeA	fabZ		b0180 JW0175
P45761	GSPJ_ECOLI	Type II secretion system protein J (T2SS protein J) (Putative general secretion pathway protein J)	gspJ yheI b3331 JW3293	Escherichia coli (strain K12)	195	"22,231"	yheI	gspJ		b3331 JW3293
P77682	GTRA_ECOLI	Prophage bactoprenol-linked glucose translocase homolog (Bactoprenol-linked glucose translocase homolog from prophage CPS-53)	yfdG b2350 JW2346	Escherichia coli (strain K12)	120	"13,226"		yfdG		b2350 JW2346
P77293	GTRB_ECOLI	Prophage bactoprenol glucosyl transferase homolog (EC 2.4.1.-) (Bactoprenol glucosyl transferase homolog from prophage CPS-53)	yfdH b2351 JW2347	Escherichia coli (strain K12)	306	"34,635"		yfdH		b2351 JW2347
P0A8Y8	ENTH_ECOLI	Proofreading thioesterase EntH (EC 3.1.2.-) (Enterobactin synthase component H) (p15)	entH ybdB b0597 JW0589	Escherichia coli (strain K12)	137	"14,970"	ybdB	entH		b0597 JW0589
P76297	FLHE_ECOLI	Flagellar protein FlhE	flhE b1878 JW1867	Escherichia coli (strain K12)	130	"14,059"		flhE		b1878 JW1867
P42593	FADH_ECOLI	"2,4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing] (DCR) (EC 1.3.1.34) (2,4-dienoyl-coenzyme A reductase [NADPH])"	fadH ygjL b3081 JW3052	Escherichia coli (strain K12)	672	"72,678"	ygjL	fadH		b3081 JW3052
P0AAN1	HYBE_ECOLI	Hydrogenase-2 operon protein HybE	hybE b2992 JW2960	Escherichia coli (strain K12)	162	"17,964"		hybE		b2992 JW2960
P0A6F3	GLPK_ECOLI	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	glpK b3926 JW3897	Escherichia coli (strain K12)	502	"56,231"		glpK		b3926 JW3897
P62707	GPMA_ECOLI	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)"	gpmA gpm pgm pgmA b0755 JW0738	Escherichia coli (strain K12)	250	"28,556"	gpm pgm pgmA	gpmA		b0755 JW0738
P23524	GLXK1_ECOLI	Glycerate 2-kinase (EC 2.7.1.165) (Glycerate kinase 1) (GK1)	garK yhaD b3124 JW3093	Escherichia coli (strain K12)	381	"39,104"	yhaD	garK		b3124 JW3093
P76323	INTG_ECOLI	Putative protein IntG (Putative lambdoid prophage defective integrase)	intG b1936	Escherichia coli (strain K12)	92	"10,732"		intG		b1936
P0C8K0	KBAZ_ECOLI	"D-tagatose-1,6-bisphosphate aldolase subunit KbaZ"	kbaZ agaZ yhaX b3132 JW3101	Escherichia coli (strain K12)	426	"47,192"	agaZ yhaX	kbaZ		b3132 JW3101
P0ADE6	KBP_ECOLI	Potassium binding protein Kbp (K(+) binding protein Kbp)	kbp ygaU yzzM b2665 JW2640	Escherichia coli (strain K12)	149	"16,063"	ygaU yzzM	kbp		b2665 JW2640
P0DPD0	LDRA_ECOLI	Small toxic polypeptide LdrA	ldrA b4419 JW5957	Escherichia coli (strain K12)	35	"4,014"		ldrA		b4419 JW5957
P10441	LPXB_ECOLI	Lipid-A-disaccharide synthase (EC 2.4.1.182)	lpxB pgsB b0182 JW0177	Escherichia coli (strain K12)	382	"42,382"	pgsB	lpxB		b0182 JW0177
Q46888	LTND_ECOLI	L-threonate dehydrogenase (EC 1.1.1.411)	ltnD ygbJ b2736 JW2706	Escherichia coli (strain K12)	302	"30,751"	ygbJ	ltnD		b2736 JW2706
P0AFS1	LSRD_ECOLI	Autoinducer 2 import system permease protein LsrD (AI-2 import system permease protein LsrD)	lsrD ydeZ b1515 JW1508	Escherichia coli (strain K12)	330	"34,456"	ydeZ	lsrD		b1515 JW1508
P0AB67	PNTB_ECOLI	NAD(P) transhydrogenase subunit beta (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit beta) (Pyridine nucleotide transhydrogenase subunit beta)	pntB b1602 JW1594	Escherichia coli (strain K12)	462	"48,723"		pntB		b1602 JW1594
P17846	CYSI_ECOLI	Sulfite reductase [NADPH] hemoprotein beta-component (SiR-HP) (SiRHP) (EC 1.8.1.2)	cysI b2763 JW2733	Escherichia coli (strain K12)	570	"63,998"		cysI		b2763 JW2733
P0AEA8	CYSG_ECOLI	Siroheme synthase [Includes: Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM); Precorrin-2 dehydrogenase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase (EC 4.99.1.4)]	cysG b3368 JW3331	Escherichia coli (strain K12)	457	"49,951"		cysG		b3368 JW3331
P09549	DEDD_ECOLI	Cell division protein DedD	dedD b2314 JW5378	Escherichia coli (strain K12)	220	"22,938"		dedD		b2314 JW5378
P00861	DCDA_ECOLI	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA b2838 JW2806	Escherichia coli (strain K12)	420	"46,177"		lysA		b2838 JW2806
P22707	FINO_ECOLI	Fertility inhibition protein (Conjugal transfer repressor)	finO	Escherichia coli (strain K12)	186	"21,222"		finO		
P0A6K1	DAPF_ECOLI	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF b3809 JW5592	Escherichia coli (strain K12)	274	"30,209"		dapF		b3809 JW5592
P77308	DDPB_ECOLI	"Probable D,D-dipeptide transport system permease protein DdpB"	ddpB yddR b1486 JW1481	Escherichia coli (strain K12)	340	"37,345"	yddR	ddpB		b1486 JW1481
P52614	FLIK_ECOLI	Flagellar hook-length control protein	fliK flaE flaR b1943 JW1927	Escherichia coli (strain K12)	375	"39,312"	flaE flaR	fliK		b1943 JW1927
P21693	DBPA_ECOLI	ATP-dependent RNA helicase DbpA (EC 3.6.4.13)	dbpA b1343 JW1337	Escherichia coli (strain K12)	457	"49,188"		dbpA		b1343 JW1337
P0CE48	EFTU2_ECOLI	Elongation factor Tu 2 (EF-Tu 2) (Bacteriophage Q beta RNA-directed RNA polymerase subunit III) (P-43)	tufB b3980 JW3943	Escherichia coli (strain K12)	394	"43,314"		tufB		b3980 JW3943
P0ACZ2	ETP_ECOLI	Low molecular weight protein-tyrosine-phosphatase Etp (EC 3.1.3.48)	etp yccY b0982 JW5132	Escherichia coli (strain K12)	148	"16,386"	yccY	etp		b0982 JW5132
P33650	FEOB_ECOLI	Fe(2+) transporter FeoB (Ferrous iron transport protein B)	feoB b3409 JW3372	Escherichia coli (strain K12)	773	"84,474"		feoB		b3409 JW3372
P43533	FLGN_ECOLI	Flagella synthesis protein FlgN	flgN b1070 JW1057	Escherichia coli (strain K12)	138	"15,867"		flgN		b1070 JW1057
P09127	HEMX_ECOLI	Protein HemX (ORF X)	hemX b3803 JW3775	Escherichia coli (strain K12)	393	"42,963"		hemX		b3803 JW3775
P19930	HYAD_ECOLI	Hydrogenase 1 maturation protease (EC 3.4.23.-)	hyaD b0975 JW0957	Escherichia coli (strain K12)	195	"21,546"		hyaD		b0975 JW0957
P0DP89	ILVGP_ECOLI	Putative acetolactate synthase isozyme 2 large subunit (AHAS-II) (ALS-II) (Acetohydroxy-acid synthase II large subunit)	ilvG b4488 b3767	Escherichia coli (strain K12)	327	"34,507"		ilvG	b3767	b4488
