Entry	Entry name	Protein names	Gene names	Organism	Length	Mass	Gene names  (synonym )	Gene names  (primary )	Gene names  (ORF )	Gene names  (ordered locus )
Q9C1W3	ERG1_SCHPO	Squalene epoxidase erg1 (SE) (EC 1.14.14.17) (Ergosterol biosynthetic protein 1) (Squalene monooxygenase erg1)	erg1 SPBC713.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	457	"50,339"		erg1	SPBC713.12	
O14230	ERG20_SCHPO	"Farnesyl pyrophosphate synthase (FPP synthase) (FPS) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Geranyltranstransferase)"	fps1 SPAC6F12.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	347	"39,516"		fps1	SPAC6F12.13c	
O13759	CSX1_SCHPO	RNA-binding post-transcriptional regulator csx1	csx1 SPAC17A2.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	632	"67,870"		csx1	SPAC17A2.09c	
Q9UUE2	CSX2_SCHPO	Protein csx2	csx2 SPBC17G9.08c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	870	"99,082"		csx2	SPBC17G9.08c	
O14122	CUL4_SCHPO	Cullin-4 (Cul-4)	pcu4 cul4 SPAC3A11.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	734	"85,330"	cul4	pcu4	SPAC3A11.08	
O43050	ERG26_SCHPO	"Sterol-4-alpha-carboxylate 3-dehydrogenase erg26, decarboxylating (EC 1.1.1.170) (C-3 sterol dehydrogenase erg26) (C-4 decarboxylase erg26) (Ergosterol biosynthetic protein 26)"	erg26 SPBC3F6.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	340	"38,318"		erg26	SPBC3F6.02c	
P78790	ETFA_SCHPO	"Probable electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)"	SPAC27D7.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	341	"36,394"			SPAC27D7.06	
P36209	ERG4_SCHPO	Delta(24(24(1)))-sterol reductase (EC 1.3.1.71) (C-24(28) sterol reductase) (Staurosporine-supersensitivity protein 1) (Sterol Delta(24(28))-reductase)	sts1 SPAC20G4.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	453	"52,546"		sts1	SPAC20G4.07c	
O59748	CTK2_SCHPO	CTD kinase subunit beta (CTDK-I subunit beta) (CTD kinase subunit 2) (Latrunculin sensitive cyclin knockout protein 1)	lsc1 ctk2 SPBC530.13	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	335	"38,686"	ctk2	lsc1	SPBC530.13	
Q09801	FIP1X_SCHPO	Pre-mRNA polyadenylation factor fip1	SPAC22G7.10	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	344	"37,290"			SPAC22G7.10	
Q50HP4	DAD4_SCHPO	DASH complex subunit dad4 (Outer kinetochore protein dad4)	dad4 SPBC3B9.22c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	72	"8,351"		dad4	SPBC3B9.22c	
P62505	DAD3_SCHPO	DASH complex subunit dad3 (Outer kinetochore protein dad3)	dad3 SPAC14C4.16	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	86	"9,738"		dad3	SPAC14C4.16	
Q9UUG0	FAS1_SCHPO	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]	fas1 SPAC926.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	2073	"230,561"		fas1	SPAC926.09c	
O42945	DHX15_SCHPO	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase prp43 (EC 3.6.4.13)	prp43 SPBC16H5.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	735	"83,804"		prp43	SPBC16H5.10c	
Q9UR39	HST4_SCHPO	NAD-dependent protein deacetylase hst4 (EC 2.3.1.286) (Homologous to SIR2 protein 4) (Regulatory protein SIR2 homolog 4)	hst4 SPAC1783.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	415	"46,590"		hst4	SPAC1783.04c	
O74352	HOB1_SCHPO	Protein hob1 (Homolog of Bin1)	hob1 SPBC21D10.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	466	"51,392"		hob1	SPBC21D10.12	
Q09892	HOG1_SCHPO	Mitogen-activated protein kinase sty1 (MAP kinase sty1) (EC 2.7.11.24) (MAP kinase spc1)	sty1 hog1 phh1 spc1 SPAC24B11.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	349	"40,222"	hog1 phh1 spc1	sty1	SPAC24B11.06c	
P87169	MAD1_SCHPO	Spindle assembly checkpoint component mad1 (Mitotic arrest deficient protein 1)	mad1 SPBC3D6.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	689	"79,890"		mad1	SPBC3D6.04c	
P40903	ISP6_SCHPO	Sexual differentiation process putative subtilase-type proteinase isp6 (EC 3.4.21.-)	isp6 SPAC4A8.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	467	"49,367"		isp6	SPAC4A8.04	
O14063	IMA1_SCHPO	Importin subunit alpha-1 (Cell untimely torn protein 15) (Karyopherin subunit alpha-1) (Serine-rich RNA polymerase I suppressor protein)	cut15 SPCC962.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	542	"60,425"		cut15	SPCC962.03c	
O60100	IMB4_SCHPO	Probable importin subunit beta-4 (Importin-123) (Karyopherin subunit beta-4) (Karyopherin-123)	kap123 SPBC14F5.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1067	"117,834"		kap123	SPBC14F5.03c	
O94290	IST3_SCHPO	U2 snRNP component ist3 (Complexed with cdc5 protein 29) (RNA-binding protein cwf29)	cwf29 ist3 SPBC887.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	217	"25,310"	ist3	cwf29	SPBC887.05c	
Q9UTL6	JAC1_SCHPO	"J-type co-chaperone jac1, mitochondrial (J-type accessory chaperone 1)"	jac1 SPAC144.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	225	"25,901"		jac1	SPAC144.08	
Q96WV5	COPA_SCHPO	Putative coatomer subunit alpha (Alpha-coat protein) (Alpha-COP)	SPBPJ4664.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1207	"136,369"			SPBPJ4664.04	
Q9P6R9	CWC22_SCHPO	Pre-mRNA-splicing factor cwf22 (Complexed with cdc5 protein 22)	cwf22 SPBC13E7.01 SPBC15D4.16	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	887	"102,773"		cwf22	SPBC13E7.01 SPBC15D4.16	
O14022	CTA5_SCHPO	Cation-transporting ATPase 5 (EC 7.2.2.-)	cta5 SPAC29A4.19c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1096	"121,936"		cta5	SPAC29A4.19c	
Q09920	FIO1_SCHPO	Iron transport multicopper oxidase fio1 (EC 1.-.-.-)	fio1 SPAC1F7.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	622	"69,908"		fio1	SPAC1F7.08	
O43012	DCTD_SCHPO	Deoxycytidylate deaminase (EC 3.5.4.12) (dCMP deaminase)	SPBC2G2.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	322	"35,974"			SPBC2G2.13c	
Q10202	DBP3_SCHPO	ATP-dependent RNA helicase dbp3 (EC 3.6.4.13)	dbp3 SPBC17D1.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	578	"63,912"		dbp3	SPBC17D1.06	
O14270	FHL1_SCHPO	Fork head transcription factor 1	fhl1 SPAC1142.08 SPAC8C9.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	743	"81,128"		fhl1	SPAC1142.08 SPAC8C9.01	
Q9UTA2	FMP46_SCHPO	"Putative redox protein fmp46, mitochondrial (EC 1.-.-.-)"	fmp46 SPAC25B8.18	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	121	"13,907"		fmp46	SPAC25B8.18	
Q10289	FAS2_SCHPO	Fatty acid synthase subunit alpha (EC 2.3.1.86) (p190/210) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)]	fas2 lsd1 SPAC4A8.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1842	"202,169"	lsd1	fas2	SPAC4A8.11c	
P87114	FFT1_SCHPO	ATP-dependent helicase fft1 (EC 3.6.4.12) (Fun thirty-related protein 1)	fft1 SPAC20G8.08c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	944	"108,252"		fft1	SPAC20G8.08c	
O13663	GPI13_SCHPO	GPI ethanolamine phosphate transferase 3 (EC 2.-.-.-) (Glycosylphosphatidylinositol-anchor biosynthesis protein 13)	gpi13 pi072 SPBC27B12.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	918	"104,993"		gpi13	pi072 SPBC27B12.06	
Q10286	ITR1_SCHPO	Myo-inositol transporter 1	itr1 SPAC4F8.15 SPAC7D4.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	575	"62,758"		itr1	SPAC4F8.15 SPAC7D4.01	
P79007	HAP5_SCHPO	Transcriptional activator hap5	hap5 php5 SPBC3B8.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	415	"46,674"	php5	hap5	SPBC3B8.02	
Q09916	HAS1_SCHPO	ATP-dependent RNA helicase has1 (EC 3.6.4.13)	has1 SPAC1F7.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	578	"65,261"		has1	SPAC1F7.02c	
P48003	H2AZ_SCHPO	Histone H2A.Z	pht1 pi001 SPBC11B10.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	139	"15,025"		pht1	pi001 SPBC11B10.10c	
O13924	HASP_SCHPO	Serine/threonine-protein kinase haspin homolog hrk1 (EC 2.7.11.1)	hrk1 SPAC23C4.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	488	"56,521"		hrk1	SPAC23C4.03	
O94711	GYP2_SCHPO	GTPase-activating protein gyp2	gyp2 SPCC1259.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	720	"82,749"		gyp2	SPCC1259.11c	
Q9UTM7	HAT1_SCHPO	Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48)	hat1 SPAC139.06 SPAC23C4.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	378	"44,051"		hat1	SPAC139.06 SPAC23C4.01	
Q10452	GSK3_SCHPO	Protein kinase gsk3 (EC 2.7.11.1) (Protein kinase skp1)	gsk3 skp1 SPAC1687.15	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	387	"44,165"	skp1	gsk3	SPAC1687.15	
O14092	HEM1_SCHPO	"5-aminolevulinate synthase, mitochondrial (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)"	hem1 SPAC2F3.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	558	"60,960"		hem1	SPAC2F3.09	
Q9USV0	HRD3_SCHPO	Putative ERAD-associated E3 ubiquitin-protein ligase component	SPBC28F2.08c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	713	"80,260"			SPBC28F2.08c	
O94688	APC15_SCHPO	Anaphase-promoting complex subunit 15 (20S cyclosome/APC complex protein apc15)	apc15 SPBC83.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	136	"15,786"		apc15	SPBC83.04	
Q9HFE5	AP1M1_SCHPO	AP-1 complex subunit mu-1 (Clathrin assembly protein complex 1 mu-1 medium chain) (Mu-adaptin)	apm1 SPBP16F5.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	426	"48,956"		apm1	SPBP16F5.07	
Q9Y812	CENPA_SCHPO	Histone H3-like centromeric protein cnp1 (Centromere protein 1) (CENP-A homolog) (Silencing in the middle of the centromere protein 2)	cnp1 sim2 SPBC1105.17	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	120	"13,884"	sim2	cnp1	SPBC1105.17	
P87227	CENPI_SCHPO	Inner kinetochore subunit mis6 (CENP-I homolog) (Constitutive centromere-associated network protein mis6) (Sim4 complex subunit mis6)	mis6 SPAC1687.20c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	672	"78,513"		mis6	SPAC1687.20c	
O74413	AROC_SCHPO	Chorismate synthase (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	SPCC1223.14 SPCC297.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	395	"42,325"			SPCC1223.14 SPCC297.01	
Q09812	ATG22_SCHPO	Autophagy-related protein 22	atg22 SPAC2G11.13	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	529	"58,642"		atg22	SPAC2G11.13	
Q09767	ARL_SCHPO	ADP-ribosylation factor-like protein alp41 (Altered polarity protein 41)	alp41 SPAC22F3.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	186	"21,236"		alp41	SPAC22F3.05c	
Q09788	ASL1_SCHPO	Alkali-sensitive linkage protein 1	asl1 SPAC13G6.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	530	"54,211"		asl1	SPAC13G6.10c	
Q09774	ATPN_SCHPO	"ATP synthase subunit g, mitochondrial (ATPase subunit g)"	atp20 SPAC22F3.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	118	"13,640"		atp20	SPAC22F3.07c	
O74942	CYP9_SCHPO	Peptidyl-prolyl cis-trans isomerase 9 (PPIase cyp9) (EC 5.2.1.8) (Cyclophilin 9) (Rotamase cyp9)	cyp9 SPCC553.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	610	"69,048"		cyp9	SPCC553.04	
G2TRP5	COX7_SCHPO	Cytochrome c oxidase subunit 7	cox7 SPBC2F12.17	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	59	"6,734"		cox7	SPBC2F12.17	
P40899	ISP3_SCHPO	Spore wall structural constituent isp3 (Meiotic expression up-regulated protein 4) (Sexual differentiation process protein isp3)	isp3 meu4 SPAC1F8.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	182	"19,696"	meu4	isp3	SPAC1F8.05	
O94718	IPI1_SCHPO	Pre-rRNA-processing protein ipi1	ipi1 SPCC1393.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	413	"46,919"		ipi1	SPCC1393.06c	
Q9US14	IPMK_SCHPO	Inositol polyphosphate multikinase (IPMK) (EC 2.7.1.127) (EC 2.7.1.151) (Inositol polyphosphate kinase 2)	arg82 SPAC607.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	268	"30,418"		arg82	SPAC607.04	
O42878	INVX_SCHPO	Putative invertase (EC 3.2.1.26) (Beta-fructofuranosidase) (Saccharase)	SPAC8E11.01c SPAC959.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	508	"58,054"			SPAC8E11.01c SPAC959.01	
Q9UTP5	MU162_SCHPO	Meiotically up-regulated gene 162 protein	mug162 SPAC11H11.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	264	"30,628"		mug162	SPAC11H11.02c	
O94410	MU163_SCHPO	Meiotically up-regulated gene 163 protein	mug163 SPCC1620.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	186	"21,897"		mug163	SPCC1620.03	
O74779	MU164_SCHPO	Microtubule-associated protein mug164 (Meiotically up-regulated gene 164 protein)	mug164 SPBC25B2.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	517	"55,389"		mug164	SPBC25B2.07c	
O14196	MU165_SCHPO	Meiotically up-regulated gene 165 protein	mug165 SPAC5D6.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	300	"34,645"		mug165	SPAC5D6.02c	
O94664	MU166_SCHPO	Meiotically up-regulated gene 166 protein	mug166 SPBC651.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	234	"25,916"		mug166	SPBC651.06	
O94427	MU167_SCHPO	Meiotically up-regulated gene 167 protein	mug167 SPBC660.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	424	"48,539"		mug167	SPBC660.08	
Q10061	LHS1_SCHPO	Heat shock protein 70 homolog lhs1 (EC 3.6.1.-)	SPAC1F5.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	848	"94,898"			SPAC1F5.06	
O14079	MDB1_SCHPO	DNA damage response protein Mdb1 (BRCT domain protein Mdb1) (Midzone and DNA break-localizing protein 1)	mdb1 SPAC2E11.14 SPACUNK4.14	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	624	"70,201"		mdb1	SPAC2E11.14 SPACUNK4.14	
O74349	LTN1_SCHPO	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase listerin)	rkr1 SPBC21D10.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1610	"184,373"		rkr1	SPBC21D10.09c	
Q9UTR7	MCP3_SCHPO	Meiotic coiled-coil protein 3 (Meiotically up-regulated gene 7 protein)	mcp3 mug7 SPAC1006.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	952	"109,870"	mug7	mcp3	SPAC1006.04c	
P30290	MIK1_SCHPO	Mitosis inhibitor protein kinase mik1 (EC 2.7.11.1)	mik1 SPBC660.14	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	581	"65,934"		mik1	SPBC660.14	
Q9UT46	MOC3_SCHPO	Transcriptional regulatory protein moc3 (Multicopy suppressor of overexpressed cyr1 protein 3)	moc3 SPAC821.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	508	"56,692"		moc3	SPAC821.07c	
Q9P7V8	MPCP_SCHPO	Probable mitochondrial phosphate carrier protein	SPBC1703.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	311	"33,844"			SPBC1703.13c	
O94321	MPR1_SCHPO	Multistep phosphorelay regulator 1	mpr1 spy1 SPBC725.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	295	"32,550"	spy1	mpr1	SPBC725.02	
Q09902	MU144_SCHPO	Meiotically up-regulated gene 144 protein	mug144 SPAC30D11.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	85	"9,909"		mug144	SPAC30D11.02c	
Q10180	MU113_SCHPO	Meiotically up-regulated gene 113 protein	mug113 SPAC3F10.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	326	"37,867"		mug113	SPAC3F10.05c	
Q09888	MU160_SCHPO	Meiotically up-regulated gene 160 protein	mug160 SPCC584.14	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	434	"48,785"		mug160	SPCC584.14	
Q9P7W6	MLH1_SCHPO	Putative MutL protein homolog 1 (DNA mismatch repair protein MLH1)	mlh1 SPBC1703.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	684	"77,254"		mlh1	SPBC1703.04	
O74773	MSH2_SCHPO	DNA mismatch repair protein msh2	msh2 SPBC19G7.01c SPBC24C6.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	982	"109,739"		msh2	SPBC19G7.01c SPBC24C6.12c	
Q9P7N0	MUG11_SCHPO	Meiotically up-regulated gene 11 protein (Meiotic expression up-regulated protein 32)	mug11 meu32 SPAP27G11.08c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	392	"44,592"	meu32	mug11	SPAP27G11.08c	
O13904	MUG84_SCHPO	Meiotically up-regulated gene 84 protein	mug84 SPAC22A12.13	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	195	"22,264"		mug84	SPAC22A12.13	
O74472	MUG33_SCHPO	Meiotically up-regulated gene 33 protein	mug33 SPCC1739.10	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	336	"37,075"		mug33	SPCC1739.10	
Q09773	MUG62_SCHPO	Meiotically up-regulated gene 62 protein	mug62 SPAC22F3.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1487	"169,114"		mug62	SPAC22F3.04	
P87149	MRS2_SCHPO	Mitochondrial inner membrane magnesium transporter mrs2 (RNA-splicing protein mrs2)	mrs2 SPBC25H2.08c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	422	"47,888"		mrs2	SPBC25H2.08c	
Q9UUJ6	NED1_SCHPO	Nuclear elongation and deformation protein 1	ned1 SPAC1952.13	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	656	"73,352"		ned1	SPAC1952.13	
Q9P7M5	NOP10_SCHPO	H/ACA ribonucleoprotein complex subunit nop10 (Nucleolar protein 10) (Nucleolar protein family A member 3) (snoRNP protein nop10)	nop10 SPAP27G11.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	64	"7,658"		nop10	SPAP27G11.13c	
Q9Y805	CWC25_SCHPO	Pre-mRNA-splicing factor cwf25 (Complexed with cdc5 protein 25)	cwf25 SPBC146.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	376	"46,057"		cwf25	SPBC146.05c	
Q9USP1	ELP4_SCHPO	Elongator complex protein 4	elp4 SPCC11E10.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	361	"40,385"		elp4	SPCC11E10.06c	
O43086	ELG1_SCHPO	Telomere length regulation protein elg1 (Telomere elongation suppressor elg1)	elg1 SPBC947.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	920	"103,843"		elg1	SPBC947.11c	
O94702	ERMP1_SCHPO	Putative endoplasmic reticulum metallopeptidase 1 (EC 3.4.-.-) (FXNA-like protease)	erm1 SPCC1259.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	822	"91,843"		erm1	SPCC1259.02c	
Q10175	FKBPH_SCHPO	Probable peptidyl-prolyl cis-trans isomerase C27F1.06c (PPIase) (EC 5.2.1.8) (Rotamase)	SPAC27F1.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	362	"40,540"			SPAC27F1.06c	
O60129	FKH2_SCHPO	Fork head protein homolog 2	fkh2 SPBC16G5.15c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	642	"71,174"		fkh2	SPBC16G5.15c	
O14042	FMP32_SCHPO	"Protein fmp32, mitochondrial"	fmp32 SPAC2C4.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	216	"25,318"		fmp32	SPAC2C4.09	
O42861	FFT3_SCHPO	ATP-dependent helicase fft3 (EC 3.6.4.12) (Fun thirty-related protein 3)	fft3 snf2SR SPAC25A8.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	922	"104,504"	snf2SR	fft3	SPAC25A8.01c	
P35551	FBRL_SCHPO	rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (Histone-glutamine methyltransferase)	fib1 fib SPBC2D10.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	305	"32,040"	fib	fib1	SPBC2D10.10c	
O00091	G6PD_SCHPO	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	zwf1 SPAC3A12.18 SPAC9.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	500	"57,204"		zwf1	SPAC3A12.18 SPAC9.01	
P87172	GPI3_SCHPO	Phosphatidylinositol N-acetylglucosaminyltransferase gpi3 subunit (EC 2.4.1.198) (GlcNAc-PI synthesis protein)	gpi3 SPBC3D6.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	456	"51,778"		gpi3	SPBC3D6.07	
O13972	GLYD_SCHPO	"Probable serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)"	SPAC24C9.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	467	"51,861"			SPAC24C9.12c	
P78955	HUS1_SCHPO	Checkpoint protein hus1	hus1 SPAC20G4.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	287	"32,714"		hus1	SPAC20G4.04c	
Q9Y7X6	ISH1_SCHPO	Stress response protein ish1	ish1 isp1 SPBC365.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	684	"75,699"	isp1	ish1	SPBC365.12c	
O60135	LCF1_SCHPO	Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Fatty acid activator 1) (Long-chain acyl-CoA synthetase 1)	lcf1 SPBC18H10.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	676	"75,966"		lcf1	SPBC18H10.02	
P41831	KPR1_SCHPO	Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 1)	SPAC4A8.14	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	409	"45,353"			SPAC4A8.14	
O60111	MCP2L_SCHPO	ABC1 family protein MCP2 homolog	SPBC15C4.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	557	"64,114"			SPBC15C4.02	
Q9P6Q0	MED11_SCHPO	Mediator of RNA polymerase II transcription subunit 11 (Mediator complex subunit 11)	med11 SPAC644.10	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	112	"12,631"		med11	SPAC644.10	
P40849	MFM3_SCHPO	M-factor	mfm3 SPBPJ4664.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	41	"4,421"		mfm3	SPBPJ4664.03	
Q09854	MOK11_SCHPO	"Cell wall alpha-1,3-glucan synthase mok11 (EC 2.4.1.183)"	mok11 SPAC1527.01 SPAC23D3.15	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	2397	"272,024"		mok11	SPAC1527.01 SPAC23D3.15	
Q09853	MON2_SCHPO	Protein MON2 homolog	mon2 SPAC23D3.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1616	"181,451"		mon2	SPAC23D3.13c	
