DBID	Systematic_name	Organism	Standard_name	Gene_name	Abundance_median	Abundance_SD	Molecular_weight
S000002233	YDL075W	S. cerevisiae	RPL31A	Ribosomal Protein of the Large subunit	54812	42666	12962.3
S000002234	YDL076C	S. cerevisiae	RXT3		2375	850	33807.9
S000002235	YDL077C	S. cerevisiae	VAM6	VAcuolar Morphogenesis	1347	839	122876.8
S000002236	YDL078C	S. cerevisiae	MDH3	Malate DeHydrogenase	9783	4890	37193.6
S000002237	YDL079C	S. cerevisiae	MRK1	Mds1p Related Kinase	4699	4693	57822.9
S000002238	YDL080C	S. cerevisiae	THI3	THIamine metabolism	1453	507	68359
S000002239	YDL081C	S. cerevisiae	RPP1A	Ribosomal Protein P1 Alpha	134732	106242	10889.9
S000002240	YDL082W	S. cerevisiae	RPL13A	Ribosomal Protein of the Large subunit	51290	37073	22580.6
S000002241	YDL083C	S. cerevisiae	RPS16B	Ribosomal Protein of the Small subunit	29939	20465	15863.7
S000002242	YDL084W	S. cerevisiae	SUB2	SUppressor of Brr1-1	29329	8640	50294.4
S000002243	YDL085W	S. cerevisiae	NDE2	"NADH Dehydrogenase, External"	1186	614	61664.8
S000002244	YDL086W	S. cerevisiae			8453	3251	30832.4
S000002245	YDL087C	S. cerevisiae	LUC7	Lethal Unless Cap-binding complex is produced	1994	711	30205.3
S000002246	YDL088C	S. cerevisiae	ASM4	Anti-Suppressor in Multicopy	3387	598	58795
S000002247	YDL089W	S. cerevisiae	NUR1	NUclear Rim1	1165	812	56896.3
S000002248	YDL090C	S. cerevisiae	RAM1	RAS protein and A-factor Maturation	1972	347	48184.5
S000002249	YDL091C	S. cerevisiae	UBX3	UBiquitin regulatory X	1356	829	52937
S000002250	YDL092W	S. cerevisiae	SRP14	Signal Recognition Particle	5858	1306	16442.1
S000002251	YDL093W	S. cerevisiae	PMT5	Protein O-MannosylTransferase	606	304	84779.5
S000002252	YDL094C	S. cerevisiae					19702.4
S000002253	YDL095W	S. cerevisiae	PMT1	Protein O-MannosylTransferase	5231	3191	92666
S000002254	YDL096C	S. cerevisiae	OPI6	OverProducer of Inositol			11200
S000002255	YDL097C	S. cerevisiae	RPN6	Regulatory Particle Non-ATPase	13137	3956	49767.3
S000002256	YDL098C	S. cerevisiae	SNU23	Small NUclear ribonucleoprotein associated	1530	545	22682
S000002257	YDL099W	S. cerevisiae	BUG1	Binder of USO1 and GRH1	4201	1043	38264.8
S000002258	YDL100C	S. cerevisiae	GET3	Guided Entry of Tail-anchored proteins	17300	7743	39337.1
S000002259	YDL101C	S. cerevisiae	DUN1	DNA-damage UNinducible	1729	971	58635.1
S000002260	YDL102W	S. cerevisiae	POL3	POLymerase	3354	1209	124626.2
S000002261	YDL103C	S. cerevisiae	QRI1		6707	3561	53476.5
S000002262	YDL104C	S. cerevisiae	QRI7		712	304	45545.1
S000002263	YDL105W	S. cerevisiae	NSE4	Non-SMC Element	892	430	46130.6
S000002264	YDL106C	S. cerevisiae	PHO2	PHOsphate metabolism	2345	559	63362.5
S000002265	YDL107W	S. cerevisiae	MSS2	Mitochondrial Splicing	736	548	41486.7
S000002266	YDL108W	S. cerevisiae	KIN28	protein KINase	2151	704	35245.3
S000002267	YDL109C	S. cerevisiae			195		72860.3
S000002268	YDL110C	S. cerevisiae	TMA17	Translation Machinery Associated	4873	2088	16758.6
S000002269	YDL111C	S. cerevisiae	RRP42	Ribosomal RNA Processing	4315	560	29046.4
S000002270	YDL112W	S. cerevisiae	TRM3	Transfer RNA Methyltransferase	2626	1358	165023.2
S000002271	YDL113C	S. cerevisiae	ATG20	AuTophaGy related	2160	1301	72543.1
S000002272	YDL114W	S. cerevisiae			1051	207	34307.3
S000002273	YDL115C	S. cerevisiae	IWR1	Interacts With RNA polymerase II	2056	908	40604.2
S000002274	YDL116W	S. cerevisiae	NUP84	NUclear Pore	4730	708	83590.5
S000002275	YDL117W	S. cerevisiae	CYK3	CYtoKinesis	1515	853	100639.7
S000002276	YDL118W	S. cerevisiae					14139.9
S000002277	YDL119C	S. cerevisiae	HEM25	HEMe synthesis by SLC25 family member	1054	555	34222.1
S000002278	YDL120W	S. cerevisiae	YFH1	Yeast Frataxin Homolog	2716	966	19485.3
S000002279	YDL121C	S. cerevisiae	EXP1	ER eXport of Pma1	4979	1591	16948.4
S000002280	YDL122W	S. cerevisiae	UBP1	UBiquitin-specific Protease	5029	1564	92714.6
S000002281	YDL123W	S. cerevisiae	SNA4	Sensitivity to NA+	5337	1304	15672.1
S000002282	YDL124W	S. cerevisiae			22260	13653	35556.8
S000002283	YDL125C	S. cerevisiae	HNT1	Histidine triad NucleoTide-binding	11951	6767	17677.7
S000002284	YDL126C	S. cerevisiae	CDC48	Cell Division Cycle	29012	7816	91954.8
S000002285	YDL127W	S. cerevisiae	PCL2	Pho85 CycLin	2847	1683	35225
S000002286	YDL128W	S. cerevisiae	VCX1	VaCuolar H+/Ca2+ eXchanger	3352	1438	44635.6
S000002287	YDL129W	S. cerevisiae			1467	570	32925.6
S000002288	YDL130W	S. cerevisiae	RPP1B	Ribosomal Protein P1 Beta	119013	96613	10650.6
S000002289	YDL131W	S. cerevisiae	LYS21	LYSine	20130	8034	48586.7
S000002290	YDL132W	S. cerevisiae	CDC53	Cell Division Cycle	3627	1563	93950.9
S000002291	YDL133W	S. cerevisiae	SRF1	Spo14 Regulatory Factor	714	386	49587.8
S000002292	YDL134C	S. cerevisiae	PPH21	Protein PHosphatase	3736	1008	41910.2
S000002293	YDL133C-A	S. cerevisiae	RPL41B	Ribosomal Protein of the Large subunit	103128	16021	3354.4
S000002294	YDL135C	S. cerevisiae	RDI1	Rho GDP Dissociation Inhibitor	7184	3582	23135.3
S000002295	YDL136W	S. cerevisiae	RPL35B	Ribosomal Protein of the Large subunit	41748	5633	13932.9
S000002296	YDL137W	S. cerevisiae	ARF2	ADP-Ribosylation Factor	10072	7823	20657.8
S000002297	YDL138W	S. cerevisiae	RGT2	Restores Glucose Transport	1252		83149.1
S000002298	YDL139C	S. cerevisiae	SCM3	Suppressor of Chromosome Missegregation	622	197	25751.1
S000002299	YDL140C	S. cerevisiae	RPO21	RNA POlymerase	16113	5824	191570.4
S000002300	YDL141W	S. cerevisiae	BPL1	Biotin:apoProtein Ligase	4195	390	76359.6
S000002301	YDL142C	S. cerevisiae	CRD1	CaRDiolipin synthase	699	42	32035
S000002302	YDL143W	S. cerevisiae	CCT4	Chaperonin Containing TCP-1	20420	3002	57606.3
S000002303	YDL144C	S. cerevisiae			2760	817	39780.2
S000002304	YDL145C	S. cerevisiae	COP1	COat Protein	16265	4746	135581.3
S000002305	YDL146W	S. cerevisiae	LDB17	Low Dye Binding	838	574	56542.8
S000002306	YDL147W	S. cerevisiae	RPN5	Regulatory Particle Non-ATPase	14645	3039	51759.9
S000002307	YDL148C	S. cerevisiae	NOP14	NucleOlar Protein	7095	2958	94302.2
S000002308	YDL149W	S. cerevisiae	ATG9	AuTophaGy related	767	505	115382.6
S000002309	YDL150W	S. cerevisiae	RPC53	RNA Polymerase C	4195	465	46671.1
S000002310	YDL151C	S. cerevisiae	BUD30	BUD site selection			20887.3
S000002311	YDL152W	S. cerevisiae					13678.7
S000002312	YDL153C	S. cerevisiae	SAS10	Something About Silencing	6042	2466	70198.8
S000002313	YDL154W	S. cerevisiae	MSH5	MutS Homolog			102177.5
S000002314	YDL155W	S. cerevisiae	CLB3	CycLin B	892	151	49453.9
S000002315	YDL156W	S. cerevisiae	CMR1	Changed Mutation Rate	1850	548	59155.4
S000002316	YDL157C	S. cerevisiae			1532	569	13568.8
S000002317	YDL158C	S. cerevisiae					11990.5
S000002318	YDL159W	S. cerevisiae	STE7	STErile	1466	778	57723.7
S000002319	YDL160C	S. cerevisiae	DHH1	DEAD box Helicase Homolog	12762	5249	57546.7
S000002320	YDL161W	S. cerevisiae	ENT1	Epsin N-Terminal homology	3669	953	52346.4
S000002321	YDL162C	S. cerevisiae					13735.9
S000002322	YDL163W	S. cerevisiae					10745.4
S000002323	YDL164C	S. cerevisiae	CDC9	Cell Division Cycle	3108	1036	84830.3
S000002324	YDL165W	S. cerevisiae	CDC36	Cell Division Cycle	3237	1335	22358.7
S000002325	YDL166C	S. cerevisiae	FAP7	Factor Activating Pos9	4401	651	22702.2
S000002326	YDL167C	S. cerevisiae	NRP1	N (asparagine)-Rich Protein	2785	551	79294.2
S000002327	YDL168W	S. cerevisiae	SFA1	Sensitive to FormAldehyde	8370	5023	41039.5
S000002328	YDL169C	S. cerevisiae	UGX2	Unidentified Gene X	1180		25728.6
S000002329	YDL170W	S. cerevisiae	UGA3	Utilization of GAba	1226	227	61219.4
S000002330	YDL171C	S. cerevisiae	GLT1	GLuTamate synthase	12015	6885	238081.4
S000002331	YDL172C	S. cerevisiae					17565
S000002332	YDL173W	S. cerevisiae	PAR32	Phosphorylated After Rapamycin	4376	505	31895.7
S000002333	YDL174C	S. cerevisiae	DLD1	D-Lactate Dehydrogenase	7164	3636	65288.3
S000002334	YDL175C	S. cerevisiae	AIR2	Arginine methyltransferase-Interacting RING finger protein	1750	420	39358.3
S000002335	YDL176W	S. cerevisiae	IPF1	Involved in actin Patch Formation	339	304	81459.7
S000002336	YDL177C	S. cerevisiae			1333	426	19072.3
S000002337	YDL178W	S. cerevisiae	DLD2	D-Lactate Dehydrogenase	7227	2225	59259.9
S000002338	YDL179W	S. cerevisiae	PCL9	Pho85 CycLin	1061	252	34809.4
S000002339	YDL180W	S. cerevisiae			830	565	62271.3
S000002340	YDL181W	S. cerevisiae	INH1	INHibitor (of F1F0-ATPase)	4583	2006	9876.4
S000002341	YDL182W	S. cerevisiae	LYS20	LYSine requiring	21258	11869	47098.4
S000002342	YDL183C	S. cerevisiae	MRX19	Mitochondrial oRganization of gene eXpression (MIOREX)	764	699	37067.7
S000002343	YDL184C	S. cerevisiae	RPL41A	Ribosomal Protein of the Large subunit	106439	26618	3354.4
S000002344	YDL185W	S. cerevisiae	VMA1	Vacuolar Membrane Atpase	64990	24423	118621.8
S000002345	YDL186W	S. cerevisiae					32188.8
S000002346	YDL187C	S. cerevisiae					12818.4
S000002347	YDL188C	S. cerevisiae	PPH22	Protein PHosphatase	3949	1463	43017.3
S000002348	YDL189W	S. cerevisiae	RBS1	RNA-Binding Suppressor of PAS kinase	2254	1240	51959.7
S000002349	YDL190C	S. cerevisiae	UFD2	Ubiquitin Fusion Degradation	4158	912	109896.5
S000002350	YDL191W	S. cerevisiae	RPL35A	Ribosomal Protein of the Large subunit	69549	15481	13932.9
S000002351	YDL192W	S. cerevisiae	ARF1	ADP-Ribosylation Factor	33643	14001	20529.7
S000002352	YDL193W	S. cerevisiae	NUS1	Nuclear Undecaprenyl pyrophosphate Synthase	3711	1163	42555.4
S000002353	YDL194W	S. cerevisiae	SNF3	Sucrose NonFermenting	249		96698.6
S000002354	YDL195W	S. cerevisiae	SEC31	SECretory	19566	5056	138693.4
S000002355	YDL196W	S. cerevisiae					12913.2
S000002356	YDL197C	S. cerevisiae	ASF2	Anti-Silencing Function	1240	671	59358.2
S000002357	YDL198C	S. cerevisiae	GGC1	GDP/GTP Carrier	11017	5294	33234.9
S000002358	YDL199C	S. cerevisiae			1263	1257	77513.1
S000002359	YDL200C	S. cerevisiae	MGT1	O-6-MethylGuanine-DNA methylTransferase	704	489	21504.1
S000002360	YDL201W	S. cerevisiae	TRM8	Transfer RNA Methyltransferase	4535	1636	33400.9
S000002361	YDL202W	S. cerevisiae	MRPL11	"Mitochondrial Ribosomal Protein, Large subunit"	3448	943	28528.4
S000002362	YDL203C	S. cerevisiae	ACK1	Activator of C Kinase 1	1153	762	69378.3
S000002363	YDL204W	S. cerevisiae	RTN2	ReTiculoN-like	4592	1713	44366.6
S000002364	YDL205C	S. cerevisiae	HEM3	HEMe biosynthesis	5529	1861	36670
S000002365	YDL206W	S. cerevisiae			1128	6	85973.1
S000002366	YDL207W	S. cerevisiae	GLE1	GLFG (glycine-leucine-phenylalanine-glycine) LEthal	1884	844	62083
S000002367	YDL208W	S. cerevisiae	NHP2	Non-Histone Protein	17222	4801	17135.3
S000002368	YDL209C	S. cerevisiae	CWC2	Complexed With Cef1p	1829	1164	38433
S000002369	YDL210W	S. cerevisiae	UGA4	Utilization of GAba			61871.5
S000002370	YDL211C	S. cerevisiae			2152	758	40743.3
S000002371	YDL212W	S. cerevisiae	SHR3	Super high Histidine Resistant	4860	2459	23514.5
S000002372	YDL213C	S. cerevisiae	NOP6	NucleOlar Protein	5221	2358	25238.4
S000002373	YDL214C	S. cerevisiae	PRR2	Pheromone Response Regulator			78932.6
S000002374	YDL215C	S. cerevisiae	GDH2	Glutamate DeHydrogenase	6754	3552	124306.9
S000002375	YDL216C	S. cerevisiae	RRI1	Regulator of Rub1 specific Isopeptidase	742	335	50800.4
S000002376	YDL217C	S. cerevisiae	TIM22	Translocase of the Inner Mitochondrial membrane	1533	881	21863.2
S000002377	YDL218W	S. cerevisiae			1130		34452.1
S000002378	YDL219W	S. cerevisiae	DTD1	D-Tyr-tRNA(Tyr) Deacylase	4610	2893	16745.7
S000002379	YDL220C	S. cerevisiae	CDC13	Cell Division Cycle	319	231	104895.2
S000002380	YDL221W	S. cerevisiae					20268.7
S000002381	YDL222C	S. cerevisiae	FMP45	Found in Mitochondrial Proteome	2271	2129	34146.5
S000002382	YDL223C	S. cerevisiae	HBT1	HuB1 Target	5310	3816	113589.7
S000002383	YDL224C	S. cerevisiae	WHI4	WHIskey	3069	721	70686.1
S000002384	YDL225W	S. cerevisiae	SHS1	Seventh Homolog of Septin	5365	1356	62616.6
S000002385	YDL226C	S. cerevisiae	GCS1	Growth Cold Sensitive	9068	2937	39289.7
S000002386	YDL227C	S. cerevisiae	HO	HOmothallic switching endonuclease			66118.3
S000002387	YDL228C	S. cerevisiae					24155.8
S000002388	YDL229W	S. cerevisiae	SSB1	Stress-Seventy subfamily B	22452	15599	66590.2
S000002389	YDL230W	S. cerevisiae	PTP1	Protein Tyrosine Phosphatase	2394	697	38870.7
S000002390	YDL231C	S. cerevisiae	BRE4	BREfeldin A sensitivity	426	425	129750.6
S000002391	YDL232W	S. cerevisiae	OST4	OligoSaccharylTransferase	14004	5614	3982.7
S000002392	YDL233W	S. cerevisiae	MFG1	Morphogenetic regulator of Filamentous Growth	1010	360	51324
S000002393	YDL234C	S. cerevisiae	GYP7	Gtpase-activating protein for Ypt7 Protein	2243	331	87277.4
S000002394	YDL235C	S. cerevisiae	YPD1	tYrosine Phosphatase Dependent	5906	2026	19157.8
S000002395	YDL236W	S. cerevisiae	PHO13	PHOsphate metabolism	8772	2917	34622.9
S000002396	YDL237W	S. cerevisiae	AIM6	Altered Inheritance rate of Mitochondria	6231	3154	44370.9
S000002397	YDL238C	S. cerevisiae	GUD1	GUanine Deaminase	984	591	55192.1
S000002398	YDL239C	S. cerevisiae	ADY3	Accumulation of DYads			91819.2
S000002399	YDL240W	S. cerevisiae	LRG1	Lim-RhoGap homolog	1355	705	116665.7
S000002400	YDL241W	S. cerevisiae			1300		13494.3
S000002401	YDL242W	S. cerevisiae					13258.6
S000002402	YDL243C	S. cerevisiae	AAD4	Aryl-Alcohol Dehydrogenase	3504		36974.4
S000002403	YDL244W	S. cerevisiae	THI13	THIamine metabolism	1344		38577.1
S000002404	YDL245C	S. cerevisiae	HXT15	HeXose Transporter	1370		62937
S000002405	YDL246C	S. cerevisiae	SOR2		1139		38093.9
S000002406	YDL247W	S. cerevisiae	MPH2	Maltose Permease Homolog	9695		68201.9
S000002407	YDL248W	S. cerevisiae	COS7	COnserved Sequence	1103	984	45688.1
S000002408	YDR001C	S. cerevisiae	NTH1	Neutral TreHalase	5020	2320	85881.1
S000002409	YDR002W	S. cerevisiae	YRB1	Yeast Ran Binder	22691	2191	22950.2
S000002410	YDR003W	S. cerevisiae	RCR2	Resistance to Congo Red	2217	987	24205
S000002411	YDR004W	S. cerevisiae	RAD57	RADiation sensitive	1157	919	52244
S000002412	YDR005C	S. cerevisiae	MAF1		1720	508	44724.3
S000002413	YDR006C	S. cerevisiae	SOK1	Suppressor Of Kinase	1891	569	101100.6
S000002414	YDR007W	S. cerevisiae	TRP1	TRyPtophan	2532	682	24139.7
S000002415	YDR008C	S. cerevisiae					12842
S000002416	YDR009W	S. cerevisiae	GAL3	GALactose metabolism	863	346	58126.7
S000002417	YDR010C	S. cerevisiae					12700
S000002418	YDR011W	S. cerevisiae	SNQ2	Sensitivity to 4-NitroQuinoline-N-oxide	4095	2614	168770.1
S000002419	YDR012W	S. cerevisiae	RPL4B	Ribosomal Protein of the Large subunit	36864	13336	39096.8
S000002420	YDR013W	S. cerevisiae	PSF1	Partner of Sld Five	1132	339	24197.8
S000002421	YDR014W	S. cerevisiae	RAD61	RADiation sensitive	848	337	74708.4
S000002422	YDR015C	S. cerevisiae					8891.4
S000002423	YDR016C	S. cerevisiae	DAD1	Duo1 And Dam1 interacting	2459	1071	10506.7
S000002424	YDR017C	S. cerevisiae	KCS1	pKC1 Suppressor	2809	747	119538.6
S000002425	YDR018C	S. cerevisiae			1165		45960.3
S000002426	YDR019C	S. cerevisiae	GCV1	GlyCine cleaVage	11406	4512	44475.5
S000002427	YDR020C	S. cerevisiae	DAS2	Dst1-delta 6-Azauracil Sensitivity	2826	947	26583.2
S000002428	YDR021W	S. cerevisiae	FAL1	eukaryotic translation initiation factor Four A Like	2203	312	45223
S000002429	YDR022C	S. cerevisiae	ATG31	AuTophaGy related	486	472	22163.1
S000002430	YDR023W	S. cerevisiae	SES1	SEryl-tRNA Synthetase	41861	8935	53302
S000002431	YDR024W	S. cerevisiae	FYV1	Function required for Yeast Viability			18672.8
S000002432	YDR025W	S. cerevisiae	RPS11A	Ribosomal Protein of the Small subunit	59924	41108	17775.3
S000002433	YDR026C	S. cerevisiae	NSI1	NTS1 SIlencing protein 1	898	466	66374.4
S000002434	YDR027C	S. cerevisiae	VPS54	Vacuolar Protein Sorting	2323	323	101508.1
S000002435	YDR028C	S. cerevisiae	REG1	REsistance to Glucose repression	4140	1361	112556
S000002436	YDR029W	S. cerevisiae					12315.7
S000002437	YDR030C	S. cerevisiae	RAD28	RADiation sensitive			58229.2
S000002438	YDR031W	S. cerevisiae	MIX14	Mitochondrial Intermembrane space CX(n)C motif protein	3705	2230	13864.3
S000002439	YDR032C	S. cerevisiae	PST2	Protoplasts-SecreTed	14727	10032	20959.8
S000002440	YDR033W	S. cerevisiae	MRH1	Membrane protein Related to Hsp30p	22479	10805	36205
S000002441	YDR034C	S. cerevisiae	LYS14	LYSine requiring	1667	678	89393.8
S000002442	YDR035W	S. cerevisiae	ARO3	AROmatic amino acid requiring	14267	5365	41070.5
S000002443	YDR036C	S. cerevisiae	EHD3		4212	820	56294
S000002444	YDR037W	S. cerevisiae	KRS1	Lysyl (K) tRNA Synthetase	34286	8363	67946.3
S000002445	YDR038C	S. cerevisiae	ENA5	"Exitus NAtru (Latin, ""exit sodium"")"	2154	1977	120270.2
S000002446	YDR039C	S. cerevisiae	ENA2	"Exitus NAtru (Latin, ""exit sodium"")"	2448	1809	120291.3
S000002447	YDR040C	S. cerevisiae	ENA1	"Exitus NAtru (Latin, ""exit sodium"")"	2891	1254	120330.4
S000002448	YDR041W	S. cerevisiae	RSM10	Ribosomal Small subunit of Mitochondria	3852	1731	23430.2
S000002449	YDR042C	S. cerevisiae			1309		23262.1
S000002450	YDR043C	S. cerevisiae	NRG1	Negative Regulator of Glucose-repressed genes	1323	767	26750.3
S000002451	YDR044W	S. cerevisiae	HEM13	HEMe biosynthesis	5996	1996	37707.9
S000002452	YDR045C	S. cerevisiae	RPC11	RNA Polymerase C	2571	1642	12509.3
S000002453	YDR046C	S. cerevisiae	BAP3	Branched-chain Amino acid Permease	5922	3462	67369.6
S000002454	YDR047W	S. cerevisiae	HEM12	HEMe biosynthesis	4391	1182	41348.5
S000002455	YDR048C	S. cerevisiae					12323.5
S000002456	YDR049W	S. cerevisiae	VMS1	VCP/Cdc48-associated Mitochondrial Stress-responsive	3086	650	72745.4
S000002457	YDR050C	S. cerevisiae	TPI1	Triose-Phosphate Isomerase	121824	77504	26792.7
S000002458	YDR051C	S. cerevisiae	DET1	Decreased Ergosterol Transport	2963	515	39171.6
S000002459	YDR052C	S. cerevisiae	DBF4	DumbBell Former	902	437	80714.3
S000002460	YDR053W	S. cerevisiae					14752.7
S000002461	YDR054C	S. cerevisiae	CDC34	Cell Division Cycle	4374	1541	34019.8
S000002462	YDR055W	S. cerevisiae	PST1	Protoplasts-SecreTed	3762	1490	45786.1
S000002463	YDR056C	S. cerevisiae	EMC10	ER Membrane protein Complex	5137	2062	22761
S000002464	YDR057W	S. cerevisiae	YOS9	Yeast OS-9 homolog	1153	680	61216.9
S000002465	YDR058C	S. cerevisiae	TGL2	TriacylGlycerol Lipase	894	613	37505.6
S000002466	YDR059C	S. cerevisiae	UBC5	UBiquitin-Conjugating	3333	2285	16279.7
S000002467	YDR060W	S. cerevisiae	MAK21	MAintenance of Killer	7462	2280	116623.2
S000002468	YDR061W	S. cerevisiae			3422	1260	61189
S000002469	YDR062W	S. cerevisiae	LCB2	Long-Chain Base	5539	785	63116.6
S000002470	YDR063W	S. cerevisiae	AIM7	Altered Inheritance rate of Mitochondria	3849	791	17117.5
S000002471	YDR064W	S. cerevisiae	RPS13	Ribosomal Protein of the Small subunit	62207	42205	17045.2
S000002472	YDR065W	S. cerevisiae	RRG1	Required for Respiratory Growth	1463	308	42864.9
S000002473	YDR066C	S. cerevisiae	RTR2	Regulator of TRanscription	1718	904	22529.9
S000002474	YDR067C	S. cerevisiae	OCA6	Oxidant-induced Cell-cycle Arrest	1692	359	26032.6
S000002475	YDR068W	S. cerevisiae	DOS2		3630	822	35926.1
S000002476	YDR069C	S. cerevisiae	DOA4	Degradation Of Alpha	1408	866	105200.9
S000002477	YDR070C	S. cerevisiae	FMP16	Found in Mitochondrial Proteome	6853	5916	10850.5
S000002478	YDR071C	S. cerevisiae	PAA1	PolyAmine Acetyltransferase	20526	11846	21941.6
S000002479	YDR072C	S. cerevisiae	IPT1	InositolPhosphoTransferase	1446	149	60874.6
S000002480	YDR073W	S. cerevisiae	SNF11	Sucrose NonFermenting	1258	706	18668.2
S000002481	YDR074W	S. cerevisiae	TPS2	Trehalose-6-Phosphate Synthase/phosphatase	16558	6235	102982.4
S000002482	YDR075W	S. cerevisiae	PPH3	Protein PHosphatase	1731	498	35249.5
S000002483	YDR076W	S. cerevisiae	RAD55	RADiation sensitive	854	517	46348.2
S000002484	YDR077W	S. cerevisiae	SED1	Suppression of Exponential Defect	5874	5178	34409.5
S000002485	YDR078C	S. cerevisiae	SHU2	Suppressor of HydroxyUrea sensitivity			26104.7
S000002486	YDR079W	S. cerevisiae	PET100	PETite colonies	1499	381	13192.7
S000002487	YDR080W	S. cerevisiae	VPS41	Vacuolar Protein Sorting	1771	601	113353.5
S000002488	YDR081C	S. cerevisiae	PDC2	Pyruvate DeCarboxylase	1938	1296	103934.4
S000002489	YDR082W	S. cerevisiae	STN1	Suppressor of cdc ThirteeN	14		57498.1
S000002490	YDR083W	S. cerevisiae	RRP8	Ribosomal RNA Processing	3935	1159	46004.8
S000002491	YDR084C	S. cerevisiae	TVP23	Tlg2-Vesicle Protein	2275	849	23152
S000002492	YDR085C	S. cerevisiae	AFR1	Alpha-Factor Receptor regulator	329		71373.9
S000002493	YDR086C	S. cerevisiae	SSS1	Sec Sixty-one Suppressor	10099	5139	8948.8
S000002494	YDR087C	S. cerevisiae	RRP1	Ribosomal RNA Processing	4869	694	33193.7
S000002495	YDR088C	S. cerevisiae	SLU7	Synergistic Lethal with U5 snRNA	2061	825	44644.5
S000002496	YDR089W	S. cerevisiae	VTC5	Vacuole Transporter Chaperone	1942	1506	98689.8
S000002497	YDR090C	S. cerevisiae	ILT1	Ionic Liquid Tolerance	2550	1330	34626.8
S000002498	YDR091C	S. cerevisiae	RLI1	RNase L Inhibitor	16040	5930	68353.2
S000002499	YDR092W	S. cerevisiae	UBC13	UBiquitin-Conjugating	7265	1537	17464.1
S000002500	YDR093W	S. cerevisiae	DNF2	Drs2 Neo1 Family	2836	859	182601.4
S000002501	YDR094W	S. cerevisiae					12870
